content,app
ایچ پی ایل کو چاہیے کہ جب اے ٹی ایم کارڈ کی مدت ختم ہو تو دوسرا اے ٹی ایم کارڈ فری بنا کے دینا چاہیے اور ہیلپ لائن فورن اٹھانی چاہیے جو کہ ادھا ادھا گھنٹہ 20 منٹ کی ہوتی ہے اس سے بڑی دشواری ہوتی ہے,HBL
How to get Account Statement of 1 year using HBL App?,HBL
one of the best banking app. user friendly zero issues,HBL
"I prefer to pay bills when I receive them in my HBL account because it aligns with my 30-day monthly cycle. This helps me manage my time, plan better, and organize household expenses more efficiently.",HBL
"I have been maintaining my account with HBL since 13 years, I am satisfied with HBL service and get what I require for my financial activities.",HBL
HBL cooperative app. 👍,HBL
great bank great experience,HBL
Love it ❤️,HBL
"A very good Banking App with great functions and ease of use, works perfectly well from abroad too.",HBL
service is to good,HBL
good and instant,HBL
Best banking app in Pakistan... Very easy to use..,HBL
very good bank,HBL
HBL MOBILE APP IS AMAZING EXCELLENT SERVICE,HBL
My favorite app,HBL
thankfuly and very easy and good loking other bank app,HBL
Nyc app Its working smoothly,HBL
User friendly app. love to use for online billing and transactions,HBL
It has been helpful always,HBL
worst app ever lot of ads 👎👎👎👎👎👎🙅🙅 don't download and waste your time,HBL
good work app,HBL
excellent experience with HBL Mobile app,HBL
"Great 👌 application, service's, and easy to use.",HBL
App is timed out in middle of transaction. There should be a warning before timeout. Let the user decide if they want to continue. In fact the damn app timed out while typing this feedback and I lost all the typing. It does the same thing when creating a new beneficiary and you have to type in a long IBAN causing you start all over again. Account statement should also show comments and nick names so we remember who and what for the money was transferred.,HBL
time saving and quick response,HBL
"Easy to use, excellent services",HBL
it's excellent thanks,HBL
overall it is good app but I'm facing difficulty to transfer amount.there is shortest transction limit. please extend the transaction limit. my payment are pending due to limited transction.,HBL
Great 👍 👌,HBL
excellent app...always work promptly specially when i have to pay amount..😓🤣,HBL
The best in every way so far,HBL
excellent services. keep it up,HBL
Best Bank! Best App,HBL
very user friendly app.,HBL
Too Many Annoying App Notifications,HBL
good experience and fast service,HBL
HBL IS BEST,HBL
Fantastic. User friendly app. Wonderful experience.,HBL
v good service,HBL
number one app,HBL
Could not make account via mobile phone number jazz network & cnic,HBL
Very good working hbl mobile app 👍,HBL
i recommend HBL,HBL
nice easy app,HBL
acha h bs notification nh ata account me amount ane k,HBL
Excellent service by HBL truly satisfied,HBL
the best service's provider,HBL
very nice 👍 and help full 🌝,HBL
so easy and accessable,HBL
very easy and fast transaction,HBL
it's very easy to use,HBL
GOOD EXPERIENCE.THANK U HBL,HBL
HBL app provided excellent services no 1 bank in Pakistan,HBL
perfect app i love this app,HBL
best mobile app I have ever used,HBL
always find good services hbl,HBL
Thnk you HBL VERY GREAT SERVICE,HBL
it was a very good experience to purchase a monthly jazz bundle through the HBL mobile app. so please use the HBL mobile app to purchase monthly bundles.,HBL
love this app,HBL
the app is good but it has a huge problem people who have disease like eczema don't have fingerprint due to which they can't avail the opportunity of mobile app i hope you will update it so that i can login without biometric check my account balance and make transactions,HBL
"Is there a problem with the app these days or is it just happening to me? Whenever I try to send a payment, I get a message saying that your session has expired and you need to log in again",HBL
hbl is best online banking,HBL
HBL always provide great services .The best bank for new account holders i highly recommended.Thanks HBL,HBL
I'm having a really good time with this application,HBL
Outstanding Best Banking Of Pakistan,HBL
excellent experience with HBL,HBL
Very very useful app. HBL highly appreciated for such an awesome service. completely satisfied.,HBL
Wah bai wah,HBL
Excellent service of HBL Mobile app,HBL
assan remittance account open nhe ho ra 😤,HBL
Excellent working 👍,HBL
App is not working properly when we Login Commercial of HBL Credit Card appears and app got stuck there,HBL
Life is so easy HBL Digital banking.,HBL
Bsst Experience with HBL Mobile Banking Services,HBL
excellent banking services,HBL
easy to pay,HBL
Excellent App Wonderful Experience of digital banking,HBL
"""This app has made banking so much easier for me. I can manage my account, pay bills, and transfer money anytime without visiting the branch. Very convenient",HBL
excellent banking app 👍,HBL
term deposite is not available in this app what is the reason behind it,HBL
HBL Mobile app is very good safe and dedicated service . It is very nice and helpful for transfer and utility bills . Fully secured and locked for personal acount . I can use it any time any day . I am so glad . HBL also known as well known for the united nations and in the first time of the Pakistan . May Allah Bless HBL all the times . Thanks to all HBL۔ for good co - operations . Very well..,HBL
well its a good facilitie.,HBL
Thanks HBL for making best account app for consumers,HBL
works very well,HBL
excellent professional aap,HBL
super duper service,HBL
very good app HBL bill paid & easy transactions....,HBL
achi app hai aur loan b mil jaata aur mein 10 12 saal se Inka customer hun,HBL
Best and faster app comparatively to other banks,HBL
Jahan umeed wahan HBL,HBL
very good 😊😊😊,HBL
HBL is better than others branches and also easy to operate it's ATM like all middle and eductor people.,HBL
Bahot tang krty hain yeh log mera ATM card ka masla bna hai 7 8 months se zaleel krwa rahy hain.... awweeen ki cutting hoti hai aur customer support center main to Kutty bethaye hue hain jo k sirf goliyaan kraty hain bus,HBL
easy quick and easy superb n reliable app,HBL
it's very good digital banking,HBL
excellent app easy and rapid response and transfer of money,HBL
making life easier,HBL
Excellent and quick transformation,HBL
satisfy with HBL,HBL
It's simply superb!,HBL
very easy and secured,HBL
very smooth user-friendly interface,HBL
Nice experience of Mobile Banking...,HBL
very easy and helpful 👌,HBL
very good HBL application,HBL
Excellent working app,HBL
This App is working very satisfactorily,HBL
excellent application and highly recommend,HBL
Excellent app for every time using,HBL
Always excellent experience.best banking app and bank in Pakistan,HBL
1000000000000000% recommended 👍🏻,HBL
This app is easy to use and UI is better than the competitors.,HBL
"I’ve been using the HBL Mobile App for a while now and I must say, it has improved significantly in terms of design and functionality. The interface is clean, user-friendly, and most of the essential banking features are easy to access. I really appreciate the biometric login option—it makes the process fast and secure. That said, there’s still room for improvement. Sometimes the app can be a bit slow to load, and I’d love to see smoother navigation when switching between services. It would als",HBL
Nice app use anywhere anytime 👍,HBL
good service ever,HBL
Day by day service getting bad. About today I have done 3 transaction but receivers didn't received nothing and from my side transaction is completed. Then I have connected to customers service and they just responded that wait for 24 hours either your funds will be transferred or you will be refunded. Now I have to wait for 24 hours just to check that they will receive funds or it will get back to my account. Not very happy with this kind of service,HBL
"best app,no more extra and hidden charges..",HBL
excellent App 👍👍,HBL
ok hai sab,HBL
ماشاءاللہ very good,HBL
very quick and good application,HBL
Scured and user friendly,HBL
This one is good app,HBL
that's good for me use for different purpose like pay bill send & receive money,HBL
great service give by this bank (HBLChakdara),HBL
buhat hi alla ha love it,HBL
good service quick process,HBL
HBL best hai sirf ek Kami hai ki jo film account hai yah Ghar baithe normal account mein nahin badal sakte,HBL
Hbl mobile app is exclusively Best ever app best experience,HBL
app can be used at low internet speed,HBL
"worst Bank and Worst App ever, when you change your device I doesn't let biometric verify your account which is necessary for online banking, literally waste half months calling their customers support, visited branch but nothing is working!",HBL
Best Mobile Banking App.,HBL
I am very satisfied from HBL app quick service.,HBL
behtreeen Banking app hai. baaqi Sab banks ki nisbat 100% ni to. almost sb banks app k roz system down upgrading etc,HBL
well managed app,HBL
very good 👍🏼,HBL
ever best app,HBL
Great app! love all the features.,HBL
Excellent application.. I really like it..thanx a lot hbl for being with me everywhere.,HBL
Wonderful mobile app,HBL
it's good experience 😀,HBL
Having a nice experience using HBL mobile app,HBL
Best experience... keep it up 👍,HBL
excellent service 👏,HBL
I have tried other bank applications as well but I am very satisfied with the HBL application.,HBL
HBL good app,HBL
HBL App working Excellent 👍👍,HBL
good👍 and very good HBL,HBL
best banking app,HBL
excellent people excellent service,HBL
Good work and fast sarvis,HBL
hbl app is providing a Great service for his customer,HBL
excellent service.fast payment,HBL
I really appreciate it. I completely satisfied about the services of HBL,HBL
My experience on this app is very good.I will recommend it for safe services.,HBL
Excellent service 👍,HBL
excellent app 👌,HBL
It's really Good. Superb ✨,HBL
Excellent services Mobile Banking app,HBL
"excellent app that has been developed so far, is easy to use, has necessary instructions instructions on-line safety",HBL
all ok &nice,HBL
میں تقریباََ 20 سال سے ایچ بی ایل کا کسٹمر ہوں، 20 سال سے ایچ بی ایل سے جڑے رہنا ہی میری طرف سے تعریف ہے۔,HBL
Exceptional services... 👍HBL,HBL
"it is very useful & user friendly app, unmatched services no doubt about",HBL
it work very good. No security issue no add No extra effort required for using this app,HBL
it is an excellent app and helpful for everyone,HBL
good application to use,HBL
Excellent hbl app,HBL
one of the best app. a little suggestions Account statement minimum 6 months must be available on mobile app.,HBL
wonderful experience using HBL app,HBL
"HBL is always on top since my childhood, HBL is my family Bank like we do have family doctor. I'm using this app without any problems since very long time - Alhumdulillah.",HBL
so helpful make transaction easy,HBL
Immediate and affordable,HBL
Good app good services,HBL
Good & beneficial app. No connecting problem.,HBL
always available....easy to use,HBL
good morning 🌞,HBL
"excellent service, Thanx",HBL
quick and valuable service,HBL
smoothly handled app,HBL
HBL best service,HBL
"Excellent service, banking",HBL
very good Thank you so much,HBL
Great app easy features to use,HBL
its good and fast hbl mobile app,HBL
best bank and best banking app,HBL
my 1st and best choice,HBL
above 20K transactions could not be made,HBL
good n nice,HBL
Easy & satisfying transaction,HBL
loving hbl fantastic,HBL
Excellent experience ever,HBL
very easy and good working all time also card working is very nice thanks,HBL
"I've been using the HBL Mobile App for a while now, and I’m truly impressed with how user-friendly and efficient it is. The interface is clean and easy to navigate, making everyday banking tasks like funds transfer, bill payments, and mobile top-ups very convenient. I also appreciate the added security features like biometric login and OTP verification, which give me peace of mind while using the app. The app updates regularly with new features and improvements, showing that HBL values customer",HBL
very fast than other banks,HBL
it is so easy to run.,HBL
I have a very good experience with the HBL mobile app.,HBL
Masha Allah hbl bank team excellent work.i love you hbl bank and team,HBL
Good working and fast service,HBL
best servicer From HBL bank,HBL
very excellent online services,HBL
very useful app,HBL
highly recommend and satisfied with hbl service... 💯 .,HBL
essay and comfortable😎 progress,HBL
excellent app easy to use,HBL
Best app having easy and more good options. User friendly which makes the life easier.,HBL
excellent HBL services,HBL
very good services,HBL
it's really easy to use the app,HBL
Best Bank Best app,HBL
great app ...user friendly.,HBL
Why is the OTP manual entry closed? An unnecessary glitch which makes phone transfer impossible. I had UAE Number and have left if over there. Now impossible to log in. And for God sake make your email address be copyable.,HBL
very good 👍 HBL app,HBL
there is a problem whenever I want to block my debit card temporary there is error. in valid or no card number found.this option comes.,HBL
I love it 💓😍,HBL
App is showing session is expired every time whenever I try to do some transactions through application.,HBL
very very.good servjce,HBL
great job hbl team,HBL
A very very good and wonderful app,HBL
performance improved s lot,HBL
safe done welldone,HBL
The best bank and provides the best online banking facilities in Pakistan. The app runs like a horse.,HBL
excellent application good work by HBL,HBL
its a good app everything avilabel in one click bill school fee and other payments its easy use and secure in u r own hands and one T PIN,HBL
Good experience with HBL app.,HBL
Good reviews for hbl,HBL
The best feature about hbl is you can create Account at home its amazing and also it has payoneer account link for freelancer its help me ver very much thanks hbl pakistan.,HBL
niceee best AP best ATM machine,HBL
very efficient and swift app,HBL
Great Service Easy to Life❤️,HBL
services is good,HBL
its good aoo,HBL
best working app by HBL,HBL
Great Services excellent 👍,HBL
WTH... Why we can't enter the OTPs Manually? i am overseas Pakistani and OTP on sim is not working i receives through email too but in application there is no way to enter Manually... feels disgusting.,HBL
"I don’t like HBL Bank’s online services. I don’t understand why we have to wait so long when calling HBL’s helpline. I faced the same issue 4-5 months ago and even filed a complaint, but nothing changed. They are providing very poor service—even after waiting 10 to 15 minutes, the call gets disconnected. I deeply regret opening an account with HBL.",HBL
very smooth superb,HBL
ایپ بہت اچھی ہے بس کبھی کبھی جام ہوجاتی ہے کہ ٹرانزیکشن ہی نہیں ہوتی,HBL
nice experience good ap,HBL
"Useful app and very easy to use it,and very good facility for the individuals. Thankful to HBL",HBL
HBL banking app provides best financial solutions in Pakistan.,HBL
excellent hbl banking App,HBL
never felt any problem except network issues,HBL
HBL services wonderful 👍,HBL
very faster app,HBL
very good experience with this mobile app easy to use,HBL
Very good service,HBL
Iam so satisfied and recommend to be installed eyery Pakistani and also open an account in HBL instead of other Bank,HBL
"The app is perfect, but HBL'S maintenance updates are a nuisance. In the middle of the night transaction stop to work and they don't even notify",HBL
good and the first ap,HBL
very good excellent,HBL
Very Nice and Good luck,HBL
wonderful good service,HBL
Overall Best App,HBL
this app was aowsome,HBL
Very useful application,HBL
I'm very satisfied,HBL
Pakistan ma sab se bara network HBL Mashallah good working all time,HBL
best bank of Pk,HBL
best bank and best ap,HBL
HBL App Very Very Good,HBL
V GOOD.NICE EXCELLENT,HBL
Best digital banking app ever❤❤,HBL
Good. but the branch experience is not good. I suffered to get my debit card.,HBL
it's good & very easy,HBL
"Fully satisfied Alhamdulillah, HBL services and App made our life easy",HBL
HBL App is quite user friendly easy to operate.,HBL
fon banking excellent,HBL
Wonderful service by HBL Bank.,HBL
Very Good Nice,HBL
fast and secure,HBL
user friendly app,HBL
I have a very good experience.,HBL
Swift n prompt,HBL
All services are good and easy to use,HBL
great bank great products,HBL
"very good app, easy and friendly,",HBL
"Rating*: 4.3/5 - *Experience*: I've been using HBL's services for a while. Overall, I'm satisfied with their online banking, mobile app, and customer service.",HBL
Very best apps. I got a lot of benefits from it,HBL
i am Completely Satisfied,HBL
best banking Application love it,HBL
very easy and quick,HBL
This app is very helpful,HBL
A very good experience,HBL
very good 👍 in all purpose,HBL
awesome this app,HBL
VIP work HBL Mobile app,HBL
"It's genuinely inspiring. I have an account on the bank of the Punjab, but they are far behind you and can't even think to be like HBL.",HBL
It great facility to pay any type of dues in seconds with ultimate easy. HBO never disappoints me.,HBL
Greatest easy to use,HBL
excellent 💯 services.,HBL
bohet hi aala hae,HBL
thanks for HBL nice 👍,HBL
useful and easy to use,HBL
Very nice application for everyone,HBL
very good service. effective working,HBL
"hbl app is very good app ,fast , secure and safe and easy to save your money.",HBL
He made banking easy,HBL
excellent customer service and 🏧🏦 banking,HBL
so easy to operate so fast transfer,HBL
I have good experience of this app,HBL
excellent. very stable. hardly had any issues,HBL
works very well.,HBL
Smoother and proper working good app,HBL
A helpful bank app,HBL
worst update ever I keep getting error your session has expired again and again although I logged in over 100 times still whenever I want to send anyone money it shows your session has expired log in again,HBL
zabar dast app hy hbl ke,HBL
This aap makes my life much easier,HBL
nice and gud,HBL
"I had a very bad experience. Whenever a transactions being made,the session repeatedly expires .This technical error should be fixed.",HBL
excellent app HBL,HBL
all services good,HBL
quick service excellent 👍,HBL
excellent banking in Pakistan,HBL
I love this app and HBL MY LOVE,HBL
"The system is often down from 2am to 4am ?for online transactions and ATM also ,I complaint to the banking officer via helpline ,but officer excuse to file my complain and said that , complain team is not available sorry sir .",HBL
best Mobile app in Pakistan and best bank in Pakistan,HBL
best for me,HBL
Best application I love to use it,HBL
bkwas tareen app,HBL
very impressive .,HBL
jazakillah Hu Khair KASEERA ❤️❤️,HBL
I like this,HBL
Needs stock exchange related improvements. Mere information of PSX is not enough. It will be much appreciated if HBL acts as a broker for international stock exchange transactions. Thanks in anticipation.,HBL
best bank bes service's,HBL
"I have been using this App for some time. it's wonderful, never disappoint me.",HBL
perfect app. any payment can be done easily. I really like this app.,HBL
excellent service of hbl digital mobile service,HBL
"Very poor show by hbl i activate the bundle on my mobile number but HBL initiate recharge instead of Package. And agents didn,t respond well.",HBL
You have made great progress in facilitating the public....keep up the good work.,HBL
excellent service by hbl digital banking,HBL
easy to use and smooth,HBL
"Online banking service is perfect & instant. branch staf behaviour Very polite, Problem solving and Respective. Appreciated 👍",HBL
"Excellent e, perience",HBL
Really wonderful aap,HBL
"good app ,,,🥰🥰🥰🥰❤️🌹💗💟",HBL
HBL app the best app,HBL
Excellent service I endorse. very nice interface,HBL
MashaAllah very easy and fast,HBL
NYC bank good service,HBL
this remarkable online banking application I like so much,HBL
very very good work 💯,HBL
Great experience overall.,HBL
excellent app. very customer friendly,HBL
staff behavior is very bad 👎 1290 from talwandi,HBL
HBL App is very very nice app im used one year im so excited,HBL
good service thank you hbl. hbl is a good bank .in the banking services in Pakistan.,HBL
HBL banking app's results are excellent then others,HBL
Very bad my account was problem ago 1 week but this team not solve this time very bad team I am going the the hbl bank the manager was say this problem solve only 3 day but he was wrong very bad bank team,HBL
bank app is not working it's showing blank screen when we log in,HBL
"difficult to use, crashes and most unreliable app",HBL
pathetic app. stuck on taking snap of fingerprints. not going further.,HBL
what is this no limit. is . bakwas. inshaa ALLAH I think I want leave. QUET. for air ticket. 44600.rupes not sent. 24hours.,HBL
"unable to register, once I agree with T&C and tap next an error pops up.",HBL
recently its been really bad every time i try to check my account statement it says try againt later the server is busy or some different kind of reason it isnt a 1 time thing it happens every day almost and its annoying as hell,HBL
today 17.7.2025 I send some money in my jazzcash account but it's show insufficient balance my account balance is 52000 but no transfer it why is this,HBL
HBL Mobile is a excellent app for Transaction Plz Make A strong privacy,HBL
"My name is Asif Iqbal, HBL Bank is good. I have an account in my name since 2014. I have benefited a lot from it, but now my account is not opening through the app.",HBL
its very easy to use.so i like it very much.,HBL
wow beautiful ❤️❤️❤️❤️❤️❤️,HBL
i have balance in my account when i want to transaction to other account they show there is no balance wth is this,HBL
"Unable to send money i was trying to send money multiple times from my account since evening but unfortunately I can't It's showing the session has expired. i kill the app and tried again, i tried on mobile data also but it didnt work. and there is no application update so far.",HBL
Biometric verification is not working. Called the helpline thrice but no luck. I also visited the branch for verification but still no support.,HBL
After recent updates the app is almost down every night. it's super frustrating please fix it,HBL
I'm facing terrible biometric issues,HBL
best App Hbl In The World So Fast Service absolutely Very Good Performance,HBL
App not opening from 12 am till now....,HBL
I recently back to dubai and trying to login to hbl mobile app through my new mobile phone but unable to type otp because can't open keypad after trying and trying while I received otp through my registered email.,HBL
font size should bigger and icon visibility should darker.,HBL
"Very good, what about mobile load? Earlier we could not recharge less than 200, now we can recharge up to 100 with Easy Load or Recharge. I had reviewed it on the Play Store, which was worked on on the HBL app. Although you can recharge at least 80 on the Easy Paisa app, it is still good to recharge 100.",HBL
"in app biometrics big issue, from uk, already submitted bio exemption application, officials saying there is no restrictions but app is not allowing me to transfer or do biometrics... this is my fav bank among all other in pakistan but this issue is making me sick.. Hopefully it will resolve soon, already, send an email to customer support service and bio hbl email.. now waiting for it to be resolved, i will give 5 stars once my problem is solved",HBL
"pathetic app, I was trying to pay someone and it kept loading and loading and didn't showed that the payment been sent already and meanwhile tapping on the same loading pop-up again and again it made same transaction thrice and I had to ask the shopkeeper to send me back. (also sometimes it immediately shows notification of payment being sent despite the payment not received on the other end)",HBL
Third class app ha ak biometric ka problem solve nhi rha un sa mana new device li thi us ma app install ki bank sa biometric bhi krwa li but app ma forget ka option hi nhi da rha,HBL
only prayer 🤲,HBL
it does not login even I have right cnic and sim number but I does not received a code,HBL
irresponsible bank careless staff,HBL
3rd class Bank service,HBL
very easy to use this application I'm impressed,HBL
kindly enable the change email address option for security you can add biometric scan for update email,HBL
As a mobile App developer i appreciate your work and app Ul and also UX.but something like in device management if i want to login in some Samsung devices so they are not logged in my account and show something like try after that time but after passing the time still showed same it is good for security but if our mobile phone are lost so how we open this. inshort add button for manual device adding like that but also your app is good,HBL
"I used to be a big fan of HBL, but ever since the recent updates, there’s been a frustrating bug. Almost every time I try to transfer money—despite having a good internet connection—I get the message: “Sorry, we are unable to complete your transaction due to processing timeout.” What’s worse is that the money gets deducted from my account, even though it doesn’t reach the recipient. I rely on instant transfers, especially at shops, and this issue is making things really difficult.",HBL
I m using app several time it performs very well,HBL
very bad experience with this bank,HBL
"i want to send money through app, but continuously its responsing check your transaction history, and try again. why is that ??",HBL
"the worst experience for mobile banking. it's user interface is extremely pathetic, most of the times i face problems with transactions. Recently I did a transfer to a friend, the money was deducted but it wasn't sent. I tried to call HBL customer support several times and they didn't pick up. WORST BANKING APP",HBL
good app hbl,HBL
fast working no time west good app,HBL
Ghtiya Tareen Ap ya Loan wala msg bar bar kiyun POP up ho rha hai. ager kise na ni lena tu Zabardasti kis cheez ke..,HBL
it was excellent,HBL
I'm logged in to the app but it's shows a popup to apply for the credit card and when I click not interested it again shows the same popup continuously and won't go away.,HBL
Remove your ads inapp,HBL
Some features should not be seen again & again like Personal loans etc. This feature creates an error. Now the HBL app is not working. Resolve issue. The overall app has many features.,HBL
"Earlier this app used to work well, but now problem has started coming from sometime, when I do a transaction, there is an error that this is not possible now but the money is cut or transferred. If you try two or three times when you get such an error, the money will be deducted two or three times. Similarly, if you order for a mobile package, the money is deducted, but the package is not subscribed. This is a very dangerous security problem and hurts user trust on HBL.",HBL
app is not working today .when its open it get stuck,HBL
very bad app my account is not login,HBL
I have balance in my account but when I transfer the money app showing me massage. you don't have balance,HBL
very bad experience,HBL
giving error in app biometric.,HBL
ghatiya app h payment recive k notifications ni ata kbi kb or statement bi old show hoti h still same issue update pi kr li but koi hal ni h,HBL
this is gorgeous app for digital time,HBL
"worst experience, poor service",HBL
Fingerprint does not recognize.. HBL bank app issue. kindly check my issue and resolve. Thanks,HBL
"Online bank statement is available for only 60 x days. For statement of complete Financial Year, one has to request via helpline. Helpline does not entertain any request for Statemenets on Saturday and Sunday. So helpline is of no use on weekends.",HBL
Extremely frustrating as they don't allow the download bank statement of last year. Only the last 60 days bank statement is available.,HBL
Very Impressive 💯,HBL
very loose app.. problems transferring funds every time,HBL
please number change krne Ka option b on kr dein qk branch waly buhat zaleel krty Hain 6 maheeny SE card Aya para pr number ki waja se active Nahi kr pa rhi,HBL
j5 me version install nhi ho raha old version kese hoga this device is not compatible this version?,HBL
why my hbl pay is not working?,HBL
"Unable to use... Always an error... Even after the fingerprints verification, the app still gives the error... So frustrating... U need to fix it ... Its causing a lot of inconvenience performing online transactions...",HBL
One of the most pathetic App of any bank.Lots of problems during online payment of university challans. I would only say shame on you HBL feel shame.,HBL
Doesn't let me type in OTP which I get from email. Can't even click the text box.,HBL
app is fine with good interfaces but many time there is errors in transactions. fix it. thanks,HBL
wrost banking services Mera Account mujhe se pucha ya batai baghair 30 kilo meter dur Branch main shift kar dya ga is k ilawa 4 din se email ki hui ha bank statement nahi mil Raha Bahut hi ghatya service ha I will soon close my account from Hbl,HBL
"After recent update, same promo message is sent again and again. Its irritating now. Banking functions are superb as these were before.",HBL
This app works well but I'm rating it poor coz it was uninstalled and I have been trying for three days to reinstall rather unable to. Kindy fix this issue. Other than that I have no problem with the app at all.,HBL
How security being ensured as it still works on Android 7?,HBL
Dear Hbl please add biometric option for pensioners account in mobile app to avoid from visiting branch,HBL
make it easy,HBL
best for ever,HBL
terrible customer service app doesn't work even after biometrics 100 times you call and same reply restart phone and will work no response from their emails as well. worse experience you can have.,HBL
Best apps for Android right,HBL
"I'm surprised HBL is so unconcerned. A glitch was reported six months ago, yet it still exists. What is the IT team doing? When I receive an OTP via email to enter in the app, the keyboard is greyed out, preventing manual entry. Even if I could enter it, the OTP is alphanumeric (8 characters), but the app only allows 4 numbers. So frustrating! Update (7 months later): They still haven't solved the issue. HBL never stops disappointing despite multiple complaints.",HBL
it's a great app but there is a big problem if someone sends me money Their names are not showing in the statement. Sometimes some people send me money for example 100k send by 3 person and I received only 2 then that's a problem how will I know that which person is fraud,HBL
very nice appp,HBL
I'm trying to login to my account but on device registration for OTP keyboard is not working.,HBL
best for everyone,HBL
very useful and quick working,HBL
Their service is absolutely terrible,HBL
good... but customers are vulnerable to cyber frauds...data breaches...not safe anymore,HBL
"A very good app for internet access and banking, money transfer, online shopping, mobile loads etc at home or your office. Also safe from covid-19. Thanks HBL.. Option change of address for delivery of ATM in App does not held, therefore the said option maybe included.",HBL
very easy and thanks,HBL
انتہائی سست ایپلیکیشن ہے اور فیچر بھی دوسرے بینکوں کی ایپلیکیشنز کی نسبت ناقص ہیں,HBL
Very good and use ful for us,HBL
can't put otp in otp section,HBL
"one cannot change debit card settings in Card Management Option! All you can do is block and change PIN. Cannot change Ecommerce, POS, ATM, international settings!",HBL
This is the worst app i ever seen in my whole life actually u need to work on your website and your app its getting stuck again and again while making online account,HBL
Excellent Mobile Banking App,HBL
"It's been a terrible experience with the HBL app so far. I am a new HBL customer and although I managed to get my credit card activated via HBL Phone Banking, I have been trying to sign in to the HBL app since yesterday and am unable to do so. Called the helpline last night and they said there was an issue. Very surprising - and annoying, of course - that the issue is there 24 hrs later as well.",HBL
1 year ki statement nahi hoti Iske andar meezan Bank Mein 1 year statement meezan Bank andar best,HBL
This App Interface Is Very Bad. This App Deserve 1 Star Because The App Does Not Scan Fingerprints while Creating Account on Hbl App. While OTP System Is Very Worst. The OTP Is Received But I Am Unable To Enter OTP. Because HBL App Does Not Support Keyboard.,HBL
"You can't insert the OTP as the keypad doesn't open. It's been more than one year since the review above, it still doesn't work.",HBL
Best application for mobile banking,HBL
extra fine with thanks,HBL
I am overseas Pakistan HBL blocked My Mrs account and now they asking for source of income. I provide them iaqma visa and passport copy. But when she ask for account they are coming up with new requirements. Can someone guid it’s a crime if wife is getting money from husband,HBL
"WORST BANK, WORST SERVICES, NO CUSTOMER SUPPORT..",HBL
day 5 my problem still unsolved I am sending Rs 33402 amount by hbl mobile app still stuck mo action in this issue so sad,HBL
The app works fine but it does not let you enter a persons name more the 15 characters and when you try to launch a compliant about the facing issue all of the staff at any branch and the appointed Konnect Agents do not listen to the customer and turned rude.,HBL
HBL is the best and useful app,HBL
"App is not working on android 15 with redmi note 14 pro, it always gives location permission issue even when all the permissions are granted. it's app bug I think, kindly look and resolve issue.",HBL
worst application atleast spend some money on application Q/A testing. cannot add OTP for sign in at all i.e If i press to click to enter OTP keyboard does not come up. Also on my iPhone which unfortunately I upgraded to IOS26 beta this application does not work. I'm planning to switch to another bank because of this buggy application,HBL
please update my app,HBL
good app 👍,HBL
Not a very responsive App further we can not see statement of account older then 3 months other banks provide option to download statement since date of opening of account,HBL
🙂‍↔️ good 👍👍👍👍👍😊,HBL
"very slow after last update,tooks long during login",HBL
"""I've noticed that whenever I try to send an amount larger than my normal routine, my bank frequently declines the transaction without clear justification, displaying vague errors. Please help me resolve this issue.""",HBL
As a mobile App developer i appreciate your work and app UI and also UX.but something like in device management if i want to login in some Samsung devices so they are not logged in my account and show something like try after that time but after passing the time still showed same it is good for security but if our mobile phone are lost so how we open this. inshort add button for manual device adding like that but also your app is good,HBL
"as a bank, their online services r pathetic, and I give them zero ranking. whenever I wanted to talk to their customer service, there is just wait n wait n wait of half an hour, they just wait n stupid dear customer recorded voice again n again, but customer service don't entertain u. very pathetic customer service helpline.",HBL
"Pathetic, 3rd class & sub standard services being provided by the bank administration. Despite visiting 2 x different branches for biometric verification & calling & talking multiple times to the customer care center representative through registered mobile number, I'm still unable to access & use the Inet banking application. All the procedure & instructions followed. In-app biometric verification carried out, Application deleted & re-downloaded but still facing the same prob since last 3 days.",HBL
Good App and easy work,HBL
too much hidden charges. worst bank ever,HBL
does not work,HBL
"hello, there is no landscape capability in app any more, i can not enter my password or OTP in my mobile. The app does not offer landscape view in Android, could you fix and confirm",HBL
Bhota hi Bakwas bank very bad bank HBL ALLAH ki qasam SA customer care wala call pick hi nhi Karta,HBL
opt ka option pa click hi nahi hota or nahi hi keyboard appear ho Raha hai last year bhi uahi issues tha is app ka use less kindly is bug ko thek Kara,HBL
"I am Imran khan ,your long-time customer, and I have been using your services for a long time. Recently, I traveled out of the country, specifically to uae, and while I have changed my phone, I have been facing an issue with Forgotten Login ID 2. Not receiving SMS notifications or OTPs on my registered mobile numberfor quite some time. It is not working, and I have tried more than fifty times, but it is still not working. Kindly resolve this issue, as I have a",HBL
I want to change my mobile num buz mri sim ghume ho gie hai how can I log in,HBL
Overall app is good but the auto OTP entering option is not good because when we receive an OTP in our email id we are unable to enter that OTP as the app is not allowing us to do so. That is keyboard is not appearing on the screen. Need to resolve this matter.,HBL
"when i am trying to sign up to the app it shows an error, i have tried many time but its not working",HBL
app is not working from yesterday,HBL
excellent work... good jobs.... good app,HBL
kindly check why HBL app tell me always download HBL Mobil app from goggles play store,HBL
