,app,content,score,at
1445,Sunwai,"Very bad app , otp is pending since last 2 days, no chance to register complaint, very low standard app.",1,2024-03-07 09:57:08
1446,Sunwai,Ya boht achi app ha ap ka masla boht jald hal ho jata ha,5,2024-03-05 13:51:31
1447,Sunwai,Full baggy. Sometimes number of complaints occurred some time not.,1,2024-03-04 16:21:46
1448,Sunwai,Otp aa rhe he last me kah rha he k something went wrong is ka kia matlb he,5,2024-03-02 18:02:28
1449,Sunwai,Ham to yah chahte Hain ki hamara Pakistan digital currency mein change ho jaaye Jaise ke Raat ID QR code aur merchant machine POS for business shop ke paas honi chahiye hamara Pakistan digital Hona chahie Aur jelly currency se chhutkara hamen milana chahie aur Mani laundering aur is Tarah ke Jo bhi galat kam hai unse hamen bachana chahie Pakistan jindabad,1,2024-03-01 15:22:41
1450,Sunwai,Third class application created by SBP. As there is no use of it. When you provide all details of your complaint and then there is no option for lodge a complaint. They redirect you at main page without lodging a complaint. Pathetic app and overall worst system for your right.,1,2024-03-01 11:59:07
1451,Sunwai,"Have spent 1 hour to lodge a complaint, and, the complaint has been submitted and a complaint Number has been popped up, and now there is no comolaint in the app. Waste of time and energy.",1,2024-02-29 12:22:45
1452,Sunwai,Bkwas tareen aap.... Jahalat ki inteha ... App bnai h public ki complaints k liye... Or sign up krne k bad complaint submit he nahi ho rahi ... K ap banking mohtsab se contact kren ya phir bank ka wait kren... Agr banking mohtsib he jana h ya bank ka 2 month wait krna hai to is app k bnany ka mksd?,1,2024-02-28 15:17:58
1453,Sunwai,useless,1,2024-02-26 16:27:12
1454,Sunwai,Really Good app no OTP problem,5,2024-02-24 19:12:47
1455,Sunwai,Wonderfull App Agar kese be bank se related masla ho iss app pe complain drj krdo result app deko loge,5,2024-02-20 13:35:50
1456,Sunwai,SBP has launched a wonderful app to address the issues of bank customers. I didn't expect my issue would be resolved so quickly. Thanks to 🥰 SBP and the management.,5,2024-02-20 09:02:16
1457,Sunwai,Even unable to select bank city,1,2024-02-20 03:03:52
1458,Sunwai,Raast id ke bare main complaint kese karni hai,1,2024-02-19 11:14:54
1459,Sunwai,Bakwas app h koie 4bar pasword reset krchka hu pr jb bhi login kro to authentication field bolta ha login hi nai hora,1,2024-02-18 21:31:45
1460,Sunwai,I wish there was a zero rating. Dreadful app by most illiterate and incapable people appointed on non deserving posts of state bank,1,2024-02-18 19:43:40
1461,Sunwai,ECIB kn sa bank hay or inko kay complaint karya,1,2024-02-17 10:47:22
1462,Sunwai,Ap logon sy ... Dhang sy app to bnte nai... Issue kahan solve krny... Na OTP ata ... Na verification hote .... Na login hota... Koii 1 dhang ka developer he rakh lain... Apni app phely set kr lain ... Bad main awam k issues set kejye ga,1,2024-02-16 20:39:05
1463,Sunwai,Bad,1,2024-02-16 04:03:03
1464,Sunwai,It's take time but thanks that issue has been resolved,5,2024-02-14 18:16:55
1465,Sunwai,Great app easy to use thanks,5,2024-02-13 15:17:00
1466,Sunwai,"Stone age app with third class interface and functionality, not user friendly too. The government should hire some professionals or learn from the private sector. First on signup you'll stuck on password field it do not accept the professional way of password with no clear error message secondly I have added the complaint it ask me questions and at the end it comes with the web link to add complaint what is the purpose of app?",1,2024-02-12 11:18:04
1467,Sunwai,AOA state bnk of Pakistan Sir bnk ibft & p2p ke Jo  payment  stuck ho jte hi aur 24 hours bd auto reverted be n hote  Jb bank ko complain kre to phr 10 working day ka time milta hi Jo km az km 15 din bnte hi  👏 Wo pareshani taklif Jo hume hote hi ap ko n bta skte K  Payment be Apne aur zalel be hum ho Technical team ko 24/7 day complaint pe work krna ho ga tb bnk system works kre ga  Jo km 15 din mein Hona hi 2 din mein pura ho jey ga Wo majboor ko PTA hota hi K  jb payment stuck ho jey,1,2024-02-09 22:34:00
1468,Sunwai,Good initiative from SBP.,5,2024-02-07 15:49:52
1469,Sunwai,Didn't sign up. Not good app.,1,2024-02-07 07:58:32
1470,Sunwai,Terrible experience even SBP shouldn't do with the consumer failed to register due to otp issue Ridiculous 😧,1,2024-02-05 19:18:52
1471,Sunwai,Sign up jo kar ke dikhaye use inaam....,1,2024-02-05 19:01:21
1472,Sunwai,"Just 3rd class app as expected by the Govt, even we can't registered complaint on it. Like the other Govt departments its also a waste of time",1,2024-02-04 07:34:06
1473,Sunwai,We are linked with different banks from the past few years and we need this app. This app is not even able to verify otp and breaks the entire registration entries. Totally bad experience with the said app,1,2024-02-02 07:30:24
1474,Sunwai,"Third class interface, no way to register, ambiguous password requirement, no proper flow, an IT professional was unable to register, how can a common man use it? Why can't Government institutes higher professionals to develop their apps as private institutions do?",1,2024-02-01 10:30:34
1475,Sunwai,One of the pathetic App,1,2024-01-31 18:28:18
1476,Sunwai,"Great app for public regarding banking injustice in any issue, I had lodged complaint and resolved timely within 2 days thanks to SBP Pakistan",5,2024-01-31 13:50:50
1477,Sunwai,Great app Sunwai app State Bank Pakistan is a very good initiative .My Easy Paisa account was blocked since 15 months My account was unblocked after complaining on Sunwai app Thanks State Bank Pakistan,5,2024-01-31 12:08:25
1478,Sunwai,Register a complaint twice but issue not resolved and got same message that complaint resolved.,1,2024-01-30 23:58:37
1479,Sunwai,App sucks terribly... Doesn't even complete registration process... It takes all the details and then fails to send the otp. So sad...,1,2024-01-30 22:10:59
1480,Sunwai,Pathetic as other government institutions at password app sleep as government employees,1,2024-01-30 20:57:10
1481,Sunwai,Kesi charsi development team bithai hui hai SBP ne? OTP verify hi nhi hota. Useless app.,1,2024-01-30 19:00:55
1482,Sunwai,Lakh lanat to the developers of this app . Doob kr mar jao,1,2024-01-29 19:38:32
1483,Sunwai,App download se ly kr complain tk to ok hy agy complain clear ho gi ya ni wo pata ni es liye 04 star ⭐ dya hy. Kisi ko OTP Ka masla aye to wo number ki bjaye email address select kry email py fori OTP a Jaye ga.,4,2024-01-28 21:57:33
1484,Sunwai,Otp ee verify nhi ho rha,1,2024-01-28 21:26:34
1485,Sunwai,Not Signing final & show error in verification of OTP,1,2024-01-28 14:29:59
1486,Sunwai,"One of the most worst govt app. 1-OTP problem, 2-when I leave the app few seconds during write a complaint screen become completely black no option working than. And you have close the app forcely and log in again.",1,2024-01-28 14:09:19
1487,Sunwai,Surprised to see 5 rating.. like on begining app is not working... Which mobile they 5 stars are using... They should have test and launch..,1,2024-01-27 14:59:00
1488,Sunwai,Not able to log in but receiving emails that you are log on,1,2024-01-26 02:43:59
1489,Sunwai,Is app k peechy jiska bhi idea he Allah Pak usy hmesha Khush rakhy ameen sum ameen. Mera issue 3 saal.s solve nai ho Raha tha hogya alhmdullilah complaint k 3 days me . Good job all team .,5,2024-01-25 16:45:24
1490,Sunwai,"Useless hai, zindigi wallet ki complaint karni thi, wo list main hi shamil nahi.",1,2024-01-22 14:52:17
1491,Sunwai,Vehari city add hi nhi kiya or search option dalo jb city ko select krna ho to search kr k find kr skyn,1,2024-01-19 18:12:43
1492,Sunwai,Listed Cities Names are not according to Actual Bank Branches Cities.,1,2024-01-19 12:05:15
1493,Sunwai,"I rated 1 * because, without it i can't write a review, otherwise this useless app deserve dust. yet another attempt at surreptitious data collection. an app launched without planning or purpose. my sincere advice to all, please don't download and uninstall , via App Manager a/w cache & storage.",1,2024-01-19 11:36:31
1494,Sunwai,Otp not received despite multiple attempts,1,2024-01-18 18:53:50
1495,Sunwai,Bad experience with this app login problem 😞,1,2024-01-12 12:20:56
1496,Sunwai,Pathetic portal of pathetic banking service of the world,1,2024-01-10 10:55:47
1497,Sunwai,"At the last step to submit complaint, the system says ""exception occurred in get Request approval list"". What's wrong with this app, seems not tested before launch. Still not able to file complain against JazzCash.",1,2024-01-10 07:28:26
1498,Sunwai,Not working just a picture,1,2024-01-10 06:01:20
1499,Sunwai,Very very poor app i create account but I can't login.,1,2024-01-09 14:12:42
1500,Sunwai,App k indar koi option nahi aa raha hai pakistan main bas andar nagri hai,1,2024-01-08 09:52:20
1501,Sunwai,"This app is terrible. I wonder where the Pakistani government found these unskilled developers. Every public app they make has a bad interface and lots of errors. It's really frustrating. Also, this app doesn't even let you create an account. Overall, it's just a really awful app.",1,2024-01-07 12:41:41
1502,Sunwai,Good work State Bank,5,2024-01-04 09:21:56
1503,Sunwai,The name of my city Dera Ismail Khan is not in the city name list. Please list Dera Ismail Khan in question no.1. Thanks,1,2024-01-03 22:30:30
1504,Sunwai,Worst exp not listed any Complain,1,2024-01-03 19:31:42
1505,Sunwai,Great app for banking problems,5,2024-01-03 14:51:50
1506,Sunwai,Sir what is exception occurred in get request approval list.,5,2024-01-02 18:46:52
1507,Sunwai,"After successful ""Sign up"", fail to ""Sign in"", neither my initial password is accepting nor reset my new password. Bad experience. 😞",1,2024-01-02 14:33:00
1508,Sunwai,Great app,5,2024-01-02 09:05:36
1509,Sunwai,Horrible app,1,2024-01-02 07:41:09
1510,Sunwai,Very ncy app easy to use and good support,5,2024-01-02 00:55:07
1511,Sunwai,"It worked very smoothly, no doubt sbp has done a good job. My complaint was resolved within 2 days. Hats off to you guys!!",5,2024-01-01 23:04:49
1512,Sunwai,User friendly,5,2024-01-01 22:06:39
1513,Sunwai,Loved the application it's very beneficial for the costomers.,5,2024-01-01 21:59:51
1514,Sunwai,"Sign-up issue, OTP code received but not being useful.",1,2024-01-01 18:49:55
1515,Sunwai,Bug when registration submit...... where are the developers type '_oneByteString' is not a subtype of type int to index. OTP not receiving via sms,1,2024-01-01 16:30:43
1516,Sunwai,Worked as per required inputs so far.,5,2024-01-01 14:03:23
1517,Sunwai,Excellent condition,5,2024-01-01 13:41:30
1518,Sunwai,could not register after receiving OTP code. hope to see action by developer team to resolve the issue.,2,2024-01-01 12:19:27
1519,Sunwai,Complaint has been registered,5,2024-01-01 11:56:50
1520,Sunwai,Looks good user has been registered,5,2024-01-01 11:54:33
1521,Sunwai,Very slow and confusing,1,2024-01-01 00:25:38
1522,Sunwai,Bekaaar Sign up me hee masla he aagay konse teer maare gi,1,2024-01-01 00:24:43
1523,Sunwai,User has been registered and I just lodge my complaint hope so positive response,5,2023-12-31 22:55:19
1524,Sunwai,Succesafully lodge complaint UI is friendly,5,2023-12-31 22:48:53
1525,Sunwai,"پاسورڈ ھی رسیو نہیں ھوتا۔ دوبارہ او ٹی پی کے لئے دس منٹ کا ویٹ ٹائم ھے جو بہت زیادہ ٹائم ھے بالکل بیکار ایپ ھے Totally useless app U will not receive the password after logging in. For the second time OTP u have to wait for 10 minutes, which is tooooo much time.",1,2023-12-31 19:51:34
1526,Sunwai,Unable to login,1,2023-12-31 14:51:54
1527,Sunwai,very poor by SBP. getting high wages and inducted poor lazy uneducated peoples. even one app can't b launched in a proper way. a university level student can't be developed by SBP. password received after too much time tha input screen gone when screen reappeared password expired. almost 5 tries sane result. Shane on sbm IT team....,1,2023-12-31 11:55:41
1528,Sunwai,"Creating app for customers while ignoring private banks overburdening the staff with loads of work. My manager put all work on my shoulders while their favorite staff is roaming free, this affects my performance and output. They are not keeping the proper work force. Many private banks needs to through rigorous checking by SBP for JDs. SBP is keeping blind eye for lower staff.",1,2023-12-31 10:48:45
1529,Sunwai,Another terrible experience with this public app! No OTP is being received. Last time it shows the developers updated this app 6 months ago. It means they are not even interested to upgrade it n fix the bugs whereas the hundreds of users have highlighted the same issues again and again.,1,2023-12-31 00:16:49
1530,Sunwai,Worst ever app...no response received from so called OTP......,1,2023-12-30 21:12:29
1531,Sunwai,application not working properly. facing the issues in sign up.,1,2023-12-30 14:43:26
1532,Sunwai,Very useful application for peoples,5,2023-12-30 14:37:44
1533,Sunwai,It is a very user friendly app. Nice experience using it.,5,2023-12-30 13:14:00
1534,Sunwai,"Pathetic app, didn't create profile for complaint registration",1,2023-12-30 11:18:32
1535,Sunwai,"Worst App!!! Even after its relaunch, the team has failed to address Signup issues. Also there is no sense for the requirement of 12 digit password. Before making a public announcement of the app relaunch, your QA team should have atleast checked and resolved basic bugs.",1,2023-12-30 10:20:25
1536,Sunwai,App is launched without testing by SBP. This is the level of our Regulatory Institutions that they even don't know the basics of launching a new application. OTP generated is not being accepted by App. It took 10 mints for requesting new OTP. I am trying to sign up for the first time and app shows user already exists.,1,2023-12-30 09:34:39
1537,Sunwai,Sign up feature is not working,2,2023-12-30 01:47:42
1538,Sunwai,Sir apny jo portal jari ki hai sunwai us main arifwala city add nahi hai is ko bi add kary thanks,1,2023-12-29 22:28:49
1539,Sunwai,"Not even enable to login as i entered otp, app shows message that something went wrong while setting password on active directory.",1,2023-12-29 22:08:50
1540,Sunwai,nice steps taken. its a user friendly app.,5,2023-12-29 17:48:20
1541,Sunwai,Excellent work by SBP.. Very helpful application,5,2023-12-29 17:43:06
1542,Sunwai,Successful created user and lodge a complaint thaankyou,5,2023-12-29 16:31:33
1543,Sunwai,Use less,1,2023-12-29 16:14:25
1544,Sunwai,Best App For Customers❤❤❤,5,2023-12-29 16:01:38
1545,Sunwai,Great application and also user-friendly.,5,2023-12-29 15:33:31
1546,Sunwai,Not good experience,1,2023-12-29 15:29:11
1547,Sunwai,Good,5,2023-04-07 05:16:20
1548,Sunwai,Not working,1,2023-03-01 22:02:21
1549,Sunwai,- a third class app like third class bank. - rubbish developer who made this useless app. - Pakistani banks are worst in Digital Banking interface.,1,2023-02-16 00:21:43
1550,Sunwai,Useless,1,2023-02-02 02:35:18
1551,Sunwai,Very very very POOR service. not getting OTP.😡😡😡😡😡😡,1,2023-01-05 21:01:27
1552,Sunwai,Unable to sign up,1,2022-12-18 13:53:51
1553,Sunwai,Umable to login... Every time same error of SOMETHING WENT WRONG,1,2022-12-06 14:58:29
1554,Sunwai,Was not able to even sign-up. It was stuck on Gender box and did not move forward. This App really reflect the quality of service at our public institutions. Pathetic work - least to say.,1,2022-12-06 14:03:10
1555,Sunwai,very helpful and very power full,5,2022-12-05 18:21:58
1556,Sunwai,Another absolutely rubbish app by SBP. First sohni darti app for overseas Pakistani you can not use NICOP on that. Now this one which never created your account and doesn't let you log in When SBP will create something reliable?,1,2022-12-02 17:38:00
1557,Sunwai,I have no experience,5,2022-12-02 14:43:59
1558,Sunwai,Still not functional properly. Password acceptance is having some issues.,1,2022-12-02 00:43:02
1559,Sunwai,ماشاءاللہ اچھی بات ھے امید ھے اس کو پراپر مانیٹر کیا جائے گا,5,2022-12-01 15:44:35
1560,Sunwai,Can't create ID and sign in or sign up,1,2022-12-01 14:01:31
1561,Sunwai,This is a tribble application even not able to register otp is not working i wonder even how this app is relased to store without testign,1,2022-12-01 12:18:03
1562,Sunwai,Doesnt accept the password (fullfilled all requirements) during signup...,1,2022-09-03 03:53:06
1563,Sunwai,Expect more improvements to come in future.,5,2022-07-08 16:16:32
1564,Sunwai,application and web site login is not active password during setting password,1,2022-07-03 09:09:25
1565,Sunwai,"Very convenient to use, especially in urdu version",5,2022-06-28 19:20:10
1566,Sunwai,Excellent initiative and app🧡,5,2022-06-28 19:10:17
1567,UBL Digital,excilent,5,2025-07-11 14:44:28
1568,UBL Digital,good service,5,2025-07-11 14:00:13
1569,UBL Digital,nice app,5,2025-07-11 13:32:11
1570,UBL Digital,can't register on new phone as well as otp issue when registering or sending money can't enter otp manually sim must be in phone,1,2025-07-11 12:43:06
1571,UBL Digital,very good app for online banking,5,2025-07-11 12:23:00
1572,UBL Digital,add AIOU fee option too,4,2025-07-11 12:09:23
1573,UBL Digital,UBL bank app is very good & very helpful I'm very happy use this app specifically God think is Avery time 24hr no network problems.. I'm start use this app I think 2017 I think this is best Bank app,5,2025-07-11 11:25:55
1574,UBL Digital,it amazing.,4,2025-07-11 11:16:02
1575,UBL Digital,"AoA, After the update, the RAAST PAYMENT option is not appearing under the Pay to anyone tab... will you please resolve it...",5,2025-07-11 11:11:18
1576,UBL Digital,good appp,5,2025-07-11 10:48:41
1577,UBL Digital,excellent 👍,5,2025-07-11 10:21:02
1578,UBL Digital,excellent app,5,2025-07-11 09:38:06
1579,UBL Digital,Ma sha ALLAH bht Achi app hain UBL Good work 💯💯👍🏻,5,2025-07-11 09:23:43
1580,UBL Digital,excellent service,5,2025-07-11 08:16:58
1581,UBL Digital,"biometric doesn't work. If the first ""digital"" experience is visiting the branch for biometric, I already know everything I need to know about how digital UBL is.",1,2025-07-11 07:51:16
1582,UBL Digital,good 💯,5,2025-07-11 07:32:01
1583,UBL Digital,Good Experience so far 😊,5,2025-07-11 07:10:16
1584,UBL Digital,👍👍,5,2025-07-11 06:40:55
1585,UBL Digital,ab kaam hoy asaan zabardast,5,2025-07-11 06:33:54
1586,UBL Digital,good experience 👍,5,2025-07-11 05:43:09
1587,UBL Digital,it restarts the whole process each time I am trying finishing making my account and won't even respond telling me either it's a server error or connection problem when I try opening a digital account,1,2025-07-11 05:32:14
1588,UBL Digital,UBL digital app has multidimensional features and very helpful .,5,2025-07-11 05:23:43
1589,UBL Digital,Excellent.,5,2025-07-11 04:08:30
1590,UBL Digital,excellent 👍 👍👍 👍👍👍👍,5,2025-07-11 04:07:24
1591,UBL Digital,good work but some currently creates problem,5,2025-07-11 02:20:33
1592,UBL Digital,it's very simple and very better app with other all banks I love ubl,5,2025-07-11 02:18:01
1593,UBL Digital,excellent,5,2025-07-11 00:52:40
1594,UBL Digital,This is very good & easy aap,5,2025-07-11 00:10:14
1595,UBL Digital,👍,5,2025-07-11 00:01:01
1596,UBL Digital,good,5,2025-07-10 23:46:53
1597,UBL Digital,Best App Amongst Other Local Banking App 🙌,5,2025-07-10 23:36:27
1598,UBL Digital,very fast and great service i am happy to use this app i like this app if you have 6 stars i am ready to give u 6,5,2025-07-10 22:33:37
1599,UBL Digital,exelent,5,2025-07-10 22:26:32
1600,UBL Digital,face issue on create Raast id,1,2025-07-10 20:51:47
1601,UBL Digital,very good 😊,5,2025-07-10 17:13:53
1602,UBL Digital,good 😊,5,2025-07-10 17:04:45
1603,UBL Digital,Great job,5,2025-07-10 16:42:42
1604,UBL Digital,excellent performance 💯,5,2025-07-10 16:42:32
1605,UBL Digital,overall good but never show fees when send amount to other bank so thats a bed for me i request you to add fee option when we send moeny to another bank,5,2025-07-10 16:36:46
1606,UBL Digital,My best,5,2025-07-10 16:11:31
1607,UBL Digital,great app,5,2025-07-10 15:32:39
1608,UBL Digital,ubl digital app more expensive app,5,2025-07-10 14:20:26
1609,UBL Digital,smooth fast and active,5,2025-07-10 14:17:19
1610,UBL Digital,superb App Nice Working My Every Day transaction helpful App I Like It.,5,2025-07-10 13:58:43
1611,UBL Digital,everything is super but i don't like this updated program because I have not enough space . it should be updated from day to start.,5,2025-07-10 13:51:05
1612,UBL Digital,Very good app,5,2025-07-10 13:22:11
1613,UBL Digital,Best application workings transfer mony aa,5,2025-07-10 13:22:04
1614,UBL Digital,"Masha Allah, it is a great application.",5,2025-07-10 13:21:50
1615,UBL Digital,very good service,5,2025-07-10 13:09:38
1616,UBL Digital,BEST BANKING APPLICATION,5,2025-07-10 12:01:47
1617,UBL Digital,good 👍,5,2025-07-10 11:38:02
1618,UBL Digital,very good app very fast,5,2025-07-10 11:16:07
1619,UBL Digital,Extremely good UI 👍,5,2025-07-10 10:03:43
1620,UBL Digital,good 👍,5,2025-07-10 10:03:06
1621,UBL Digital,ok,5,2025-07-10 08:16:04
1622,UBL Digital,Exceptional app with super friendly user interface. No one can provide this other than UBL.,5,2025-07-10 06:08:53
1623,UBL Digital,"UBL Online Application System It's Amazing, Every Features Is Very Good & Very Easy...❤️💯❤️ Thanks Ubl For Your Good Service...✅👍👌",5,2025-07-10 03:40:49
1624,UBL Digital,outstanding service ui and ix design interface is mind blowing nano second fast service,5,2025-07-10 00:39:38
1625,UBL Digital,very good work always,5,2025-07-10 00:32:33
1626,UBL Digital,absolutely marvellous aap,5,2025-07-09 23:50:09
1627,UBL Digital,I found the app very helpful and productive,1,2025-07-09 23:07:43
1628,UBL Digital,Good Experience,5,2025-07-09 22:12:11
1629,UBL Digital,Amazing app. digital banking at its best,5,2025-07-09 22:08:00
1630,UBL Digital,great app and good service,5,2025-07-09 20:57:11
1631,UBL Digital,one of the best digital app in the world another thing is best bank best social worker best bank in all over the world,5,2025-07-09 20:28:14
1632,UBL Digital,good,5,2025-07-09 20:14:49
1633,UBL Digital,GOOD APP AND GOOD BANK 🏦 KEEP IT UP,5,2025-07-09 19:49:13
1634,UBL Digital,slow service,1,2025-07-09 19:42:45
1635,UBL Digital,amazing app weldone ubl,1,2025-07-09 18:57:10
1636,UBL Digital,"I activated my UBL debit card through a call, and without any usage or prior notification, Rs. 2,900 plus Rs. 435 FED was deducted the very next day. This is extremely unfair to customers. Such charges should be informed in advance and taken only with proper consent. UBL must improve its transparency and customer service. Deducting money without notice is not acceptable. Kindly look into this matter seriously.",1,2025-07-09 18:04:10
1637,UBL Digital,Very nice app for money send and receive on this Digital App,5,2025-07-09 16:32:20
1638,UBL Digital,Good,5,2025-07-09 14:56:25
1639,UBL Digital,good 👍,5,2025-07-09 14:40:28
1640,UBL Digital,Very good app,5,2025-07-09 14:17:43
1641,UBL Digital,Vvv Good 👍 Work,5,2025-07-09 14:04:22
1642,UBL Digital,it's best app for transaction,5,2025-07-09 13:48:39
1643,UBL Digital,Thank glad full,5,2025-07-09 13:25:23
1644,UBL Digital,fast and easier app thanx ubl,5,2025-07-09 13:11:04
1645,UBL Digital,one of my favorite ubl,5,2025-07-09 12:27:05
1646,UBL Digital,excellent 👌,5,2025-07-09 11:34:35
1647,UBL Digital,pathetic service . education icon is not working,5,2025-07-09 10:09:10
1648,UBL Digital,good,5,2025-07-09 04:58:25
1649,UBL Digital,mera pichly 10years se account h sb kuch every thing or powerful h lakin Loan ki option nai h baki banks my Loan options h kindly I will request Loan option is my Add Kary,5,2025-07-09 03:17:11
1650,UBL Digital,good experience with UBL Digital,2,2025-07-09 02:44:14
1651,UBL Digital,Crashing on paying school fee. Please fix the bug. Otherwise a great app.,4,2025-07-09 01:19:17
1652,UBL Digital,good,1,2025-07-09 00:49:47
1653,UBL Digital,i love you ❤️ ubl,5,2025-07-08 22:38:43
1654,UBL Digital,very easy and best app for new user.,5,2025-07-08 21:56:04
1655,UBL Digital,nice job,5,2025-07-08 18:44:49
1656,UBL Digital,"Salam ! ""Everything is functioning well; however, the option to pay Jazz and Zong postpaid bills is not appearing. Could you please assist me with this?""",5,2025-07-08 18:40:37
1657,UBL Digital,easy to use brilliant banking app,5,2025-07-08 18:21:16
1658,UBL Digital,Alhamdullilah I have a very fine and relaxing experience,5,2025-07-08 18:19:40
1659,UBL Digital,overall good experience,4,2025-07-08 18:05:40
1660,UBL Digital,UBL is best for smart and secure banking.,5,2025-07-08 16:04:54
1661,UBL Digital,good 👍,4,2025-07-08 15:43:23
1662,UBL Digital,good,5,2025-07-08 14:19:08
1663,UBL Digital,nice app and fast working,5,2025-07-08 13:05:47
1664,UBL Digital,Excellent 👌,5,2025-07-08 13:04:03
1665,UBL Digital,good,5,2025-07-08 13:01:54
1666,UBL Digital,lots of features are missing like bundles packages co operates payments and so many more only basic features have in UbL Against HBL mobile App Was Perfectly Functional With All Features UBL need to Improve,3,2025-07-08 11:14:25
1667,UBL Digital,awesome,5,2025-07-08 10:51:04
1668,UBL Digital,found ok,5,2025-07-08 09:34:11
1669,UBL Digital,I have very good experience with this app,5,2025-07-08 09:05:25
1670,UBL Digital,best service,5,2025-07-08 08:01:45
1671,UBL Digital,easy access. safe and secure transactions done on time.,5,2025-07-08 02:01:54
1672,UBL Digital,nice banking,5,2025-07-07 23:46:14
1673,UBL Digital,I love it💖.,5,2025-07-07 23:20:41
1674,UBL Digital,best servise,5,2025-07-07 22:57:54
1675,UBL Digital,very wonderful,5,2025-07-07 19:55:36
1676,UBL Digital,doesn't work,1,2025-07-07 19:46:02
1677,UBL Digital,assalamualaikum mene 4weeks pehle account banaya tha or mene debit cards order nahin kiya tha or mere account se cards ki fees cut ho gai 3000/pkr plus or wo bhi meri mere account ko access kar ke without meri permission ke ye illegal han mujhe mere payment wapis chahiye jo bagar kisi waja cut ki gai han please,1,2025-07-07 18:59:52
1678,UBL Digital,Good Bank,5,2025-07-07 17:19:45
1679,UBL Digital,very good bank,5,2025-07-07 17:16:54
1680,UBL Digital,Amazing UBL in your pocket just open the mobile and get everything you want 🙂🙂,5,2025-07-07 16:49:16
1681,UBL Digital,"excellent app, the only decent banking app in Pakistan",5,2025-07-07 14:30:38
1682,UBL Digital,Good,5,2025-07-07 14:15:53
1683,UBL Digital,Nice,5,2025-07-07 13:44:03
1684,UBL Digital,very nice service ubl,5,2025-07-07 13:11:05
1685,UBL Digital,Excellent service,5,2025-07-07 12:40:20
1686,UBL Digital,"the UBL everything is very good MashaAllah, I'm proud of UBL and UBL team",5,2025-07-07 12:40:06
1687,UBL Digital,very good 👍,5,2025-07-07 12:30:12
1688,UBL Digital,Need improvements,1,2025-07-07 12:26:51
1689,UBL Digital,good,5,2025-07-07 12:00:10
1690,UBL Digital,nice app,5,2025-07-07 11:39:08
1691,UBL Digital,they hold my payment from 2 yeas always make new story and 0349 bank branch staff Third class staff they hairring lie lie lie every time all I give proof in bank they not do any this just sit and lie lie every time if you want growth your bank kindly throw out this kind of staff from your 0349 branch they treat like we are Beggar third class staff I told in bank I'm not in Pakistan I'm overseas I give all proof I call head office always make new and new drama what kind of this bank I don't know,1,2025-07-07 03:16:42
1692,UBL Digital,"its been a year and they're not fixing my log in issue, I have write them multiple email and sent screenshot of app shows error but they have worst customer support",1,2025-07-07 02:48:16
1693,UBL Digital,Now it is working properly.,5,2025-07-06 14:03:06
1694,UBL Digital,good app,5,2025-07-06 13:21:41
1695,UBL Digital,good app,5,2025-07-06 13:18:47
1696,UBL Digital,good 👍 job,5,2025-07-06 03:07:58
1697,UBL Digital,"It’s been 9 months since I submitted a reversal request of PKR 150,000 from UBL to ABL. Both parties submitted written consent but funds are still locked. Kindly resolve or escalate. I had give 5 star before 3 years but now my mind is changed due this annoying issue because I wait 7 months but still no response 😞😞",1,2025-07-06 00:12:55
1698,UBL Digital,"Hi, I want to open UBL smart account. I have tried 4 times and did my biometric with fingers and thumb. But every time, when biometric proceesed, it is just loading and then it shows time-out on the screen. I request to please resolve this!!!",1,2025-07-05 20:51:18
1699,UBL Digital,please add thumb in biometric please please,5,2025-07-05 19:31:19
1700,UBL Digital,great,5,2025-07-05 14:21:28
1701,UBL Digital,one of the worst bank of Pakistan. Totally unsupportive. TO EVERY ONE DO NOT SEND REMITTANCE THROUGH THIS BANK SPECIALLY DURINFG MUHARRAM OR EID. THEY WILL NOT CREDIT YOUR ACCOUNT ON TIME AND WILL DELAY IT FOR WEEK WITHOUT ANY VALID REASON. CLOSING MY ACCOUNT HAVE HAD ENOUGH WITH THEM. THRLE WHOLE COUNTRY IS HIJACKED BY THEIVES CORRUPT SYSTEM. DAMN THEM.,1,2025-07-05 12:55:52
1702,UBL Digital,Which account does not have annual ATM charges or any other tax deducted?,5,2025-07-05 12:06:02
1703,UBL Digital,Awesome bank account,5,2025-07-05 10:37:48
1704,UBL Digital,good,5,2025-07-05 05:59:28
1705,UBL Digital,Hands down best Banking app in Pakistan 👌🏻,5,2025-07-05 01:24:57
1706,UBL Digital,good,5,2025-07-04 23:29:13
1707,UBL Digital,good,5,2025-07-04 23:22:07
1708,UBL Digital,Great bank great service,5,2025-07-04 22:00:13
1709,UBL Digital,"The scan CNIC/NICOP to update the contact phone number feature is broken for NICOP holders. The app scans the front of NICOP just fine, but the backside scan is looking for an URDU CNIC, not English NICOPs. IF you are overseas, they will not help you. OTP is king, and you will be stuck.",1,2025-07-04 18:56:42
1710,UBL Digital,good,5,2025-07-04 18:01:40
1711,UBL Digital,good app,5,2025-07-04 17:41:00
1712,UBL Digital,گریٹ ورکنگ,5,2025-07-04 17:06:44
1713,UBL Digital,Facing issue while paying online,5,2025-07-04 16:50:48
1714,UBL Digital,working well with cool features.,5,2025-07-04 16:50:23
1715,UBL Digital,good,4,2025-07-04 16:11:08
