content,app,aspects,opinions,sentiments,categories,mapped_categories
very very bad customer service in branch office. account open krne se pehle 100 bar soche. m b quit ka soch raha ho. app is good. but branch customer service is very bad.ak issue ta account k bare m. har koe branch me bahane banate ha. kal ajao parso ajao problem solve nar krte. agr account kholna ho to buht khyal rakhte ha. lkn account open hone k bad bhol jate ha.,HBL,['customer service'],['bad'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
l have granted the location permission. but it says it needed. I can't open it. help me,HBL,['location permission'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
When I try to login My mobile app HBL why the app show me Error Code 403 with Try again later. Location Libya,HBL,['mobile app'],['HBL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
using apps very difficult average,HBL,['apps'],['difficult'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"the application is very helpful, having many options, user friendly, but Since last week it's giving me ERROR CODE 403, unable to access to my account, what is the issue.",HBL,"['application', 'NULL']","['helpful', 'friendly']","['positive', 'negative']","['SOFTWARE#USABILITY', 'SOFTWARE#USABILITY']","['APP#USABILITY_FEATURES', 'APP#USABILITY_FEATURES']"
very nice 👍🏻🙂 app,HBL,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
package lgao to failed AA jata he phr khud hi pkj ki jga load AA jay ga num pe r apko pta b ni chle ga ...bad service regarding mobile package and topups,HBL,['service'],['bad'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
"hi, i am using this app for last 2 years from abroad, but now there is sign in issue on HBL app . it's showing error 403. how can i fix it?",HBL,['HBL app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
best HBL mobile app,HBL,['HBL mobile app'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"Worst App experience ever!! It logs out from device any random day and when it is required to login, the app asks for finger print images, which usually takes 2 hours of wait time. It becomes frustrated to wait until 2 hours, when one needs to check account right at the moment. This feature obviously of no use in this case.",HBL,['App experience'],['Worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
can't open the app giving error back 2 days error 403,HBL,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
سکیم کے حوالے سے یہ سب سے گھٹیا ترین بنک ہے۔میری اس بنک میں 8 سال سے تنخواہ آ رہی ہے ۔اور میں نے ان سے جب بھی لون لیا فوری اور قبل از وقت جمع کروا دیا ۔اب مجھے ضرورت پڑی تو درخواست جمع کروائی کہا بس کچھ دنوں میں رقم مل جائے گی ۔3 ماہ ہو گئے ہیں ابھی تک کچھ نہیں ملا۔ہیلپ لائن پہ کال کرو تو کہتے آپ کال کا انتظار کریں ۔بھائ 3 ماہ سے زیادہ اور کتنا انتظار کریں ؟بہر حال مشکل وقت یہ بنک آپ کے کبھی کام نہیں آئے گا ۔۔نئے آنے والے دوستوں کو مشورہ ہے۔کوئی بنک چن لیں مگر HBL کو اس لسٹ میں شامل نہ کریں ۔,HBL,['HBL'],['NULL'],['negative'],['HBL#GENERAL'],['Miscellaneous']
hbl baniking app is the best banking app but this new update requires notification turned on to proceed...it sucks ... it feels clear-cut dadageeri review it pls,HBL,"['hbl baniking app', 'new update']","['best', 'sucks']","['positive', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
hbl notification is quite irritating especially about psl.,HBL,['hbl notification'],['irritating'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"After last update facing problem, Saves payments receipt without date and time. Also without beneficiary details.",HBL,['payments receipt'],['NULL'],['negative'],['SAVES_MEMORY#DESIGN_FEATURES'],['Miscellaneous']
my application isn't login from last week.what is 403 error . when I tried to login sorry we are unable to process your request error code 403 how to slove this hbl please reply,HBL,['NULL'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
issue have been resolved thanks for the prompt response of support team of hbl,HBL,['support team'],['prompt response'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
V nice all facility good hello hello hello y credit card records not showing my ap,HBL,"['facility', 'credit card records']","['nice', 'NULL']","['positive', 'negative']","['AMBIENCE#GENERAL', 'SUPPORT#GENERAL']","['ENVIRONMENT_FEEDBACK', 'CUSTOMER_SUPPORT']"
app is showing rooted phone and not working when the phone is official pta approved...what to do now?,HBL,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"very bad experience with HBL application, a lot of times they failed the transactions and deducted the amount and then you will have to call Helplines for reversal amount and they took 10 to 11 days to resolve the issue, I am still experiencing my complaint with them and still waiting for my amount reversal from 7 days. very bad experience ever with banking.",HBL,"['HBL application', 'helplines']","['bad experience', 'NULL']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SUPPORT#GENERAL']","['APP#PERFORMANCE', 'CUSTOMER_SUPPORT']"
Poor experience I transferred 20k to my brother's Faysal account but its been 22 days now. Today you marked it resolved while I didn't get my disputed transaction back. Called your customer service and they said we sent to beneficiary account but haven't received anything in Faysal bank now you guys marked it resolved and closed my ticket. where to get my 20k? I have been your loyal customer but now I'm moving to Meezan bank.,HBL,['customer service'],['poor'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Poor Bank ever,HBL,['Bank'],['Poor'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
excellent or good ap,HBL,['ap'],['excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
some time error,HBL,['NULL'],['error'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
best app hbl,HBL,['app hbl'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
very secure app,HBL,['app'],['secure'],['positive'],['SOFTWARE#DESIGN_FEATURES'],['APP#DESIGN_FEEDBACK']
Habib Bank app is very good ezey app,HBL,['Habib Bank app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"3rd class app. forces you to turn on notifications in name of transaction alerts, to send barrages of promotional messages. not allowing to login if turned off. this is extremely intrusive. as if the new splash promos weren't enough everytime you open the app.",HBL,['app'],['intrusive'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Very slow, and inconvenient. facing difficulty to transfer funds. wrost banking app I have ever used",HBL,['banking app'],['slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
wrost app mostly unable to transfer funds,HBL,['app'],['wrost'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Worst app in the world. Too slow that my child is now of my age.,HBL,['app'],['Worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Assalam Walekum HBL app bahut tang kar rahi hai paise bhi send Nahin ho rhe hai Kafi Dinon Se masala a raha hai Meherbani Karke isko check Karen,HBL,['HBL app'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
good experience ...very Nice app .solve many problem by online payment and activities,HBL,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
The app just sends random notifications all the time. Do i want to buy this or that.. Like NO! Please STOP. But there is no way to make this stop apart from blocking notifications and then i wont get the otp etc...,HBL,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
good experience with hbl,HBL,['hbl'],['good'],['positive'],['COMPANY#GENERAL'],['BANK_REPUTATION']
Excellent service Safe and Secure HBL Pakistan 🇵🇰,HBL,"['service', 'HBL Pakistan']","['Excellent', 'Safe and Secure']","['positive', 'positive']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE']"
It's a decent banking app.,HBL,['banking app'],['decent'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"3rd Class Services!!!! Charged me Rs. 258, Rs. 258, and Rs. 200 without my consent. And, when I contacted the customer care agent, he told me that these charges were for SMS alert. However , I was not using this account for the past few months and when I checked the charges details in HBL mobile ap, it says Rs. 158 something per month.",HBL,['3rd Class Services'],['charged me'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
very nice service,HBL,['service'],['nice'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
HBL service now sucks,HBL,['HBL service'],['sucks'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
i have using 2 to 3 bank apps but hbl app is best among them... very smooth and lot of options... recommend,HBL,['hbl app'],['best'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Bad update about Balance Transection please change It,HBL,['Balance Transection'],['Bad'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"overall, it is too complex and cumbersome to do biometrics. The transactions are very often disabled due to HBL missing records/data not recommended",HBL,['NULL'],['complex'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Poor configuration, can't change device if you login using one.",HBL,['device'],['Poor configuration'],['negative'],['LAPTOP#DESIGN_FEATURES'],['UI_UX#DESIGN']
"you are unable access HBL mobile, as your smart phone/ device is rooted/ jail broken. application feature is the best that's issues you want not accessible. who and how to solve it's this problem's.",HBL,['HBL mobile'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I am facing issue to login in app give me some error code 403 kindly resolve the issue since last 3 days,HBL,['login in app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
very good performance,HBL,['NULL'],['good'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
app is having bug... shutoff during 1 link transfer more than 5 times....,HBL,['app'],['bug'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I am facing an unknown error in logging in my account since last 20 hours. I am overseas and had to pay few funds in pakistan but I am unable to log in. please help me guide about wjat is the issue. whenever I try tonlog in it states that due to security service we have denied access? what does that mean and when will it resolve.?,HBL,['logging in my account'],['unknown error'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
How to Biometric activation at home..??,HBL,['Biometric activation'],['How'],['neutral'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
This is amazing I've been using it for a long time It's a great app,HBL,['app'],['amazing'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
New updates don't let you sign in .... the app was good before updates. poor show,HBL,['show'],['poor'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"Very slow service, Staff is not cooperating, very bad conditions.",HBL,"['service', 'staff']","['slow', 'not cooperating']","['negative', 'negative']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE']"
Good service and I am satisfied,HBL,['service'],['Good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
I am using HBL from Last 6-7 years .  A Few days ago I change my phone and Transfer my HBL Mobile banking To my new phone. After this HBL Stop my transactions from mobile app & ask for Biometric Verification. I am here in Muscat Oman & there is no branch of HBL Near me. Last day I sent an email but no response by HBL.  Last night I call the HBL helpline & share my problem . They said We request for your Biometric & E-mail verification ni still not resolved.,HBL,['HBL'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
First time using hope prove better results in future,HBL,['hope'],['prove better'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
my phone is pta approve but still the app is showing your phone is rooted or jail broken. I have contacted to the customer care but no improvement they called me from 14250 no but a one sec call couldn't recieve,HBL,['phone'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1 bill invoice is not working in app.. when I click 1 bill invoice and write voucher num ..HBL logouts or it says that app is closed bcz it has bug..kindly check it,HBL,['1 bill invoice'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Unable to save or share transaction receipt in latest build. These options were working fine before in old apps version. Both option are not clickable. Kindly fix this asap.,HBL,['options'],['fine'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"After updating the app, One Bill invoice payment is not working it's showing a timeout error.",HBL,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"such Best application I am using this application since 3,4 years but one issue on it I get personal loan but HBL can't any response and no contact me",HBL,['application'],['Best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Application is good and smooth work but one thing in new update when i open 1 bill option and next option app will be auto logout 😟,HBL,['Application'],['good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
annoying. forced me to switch on notifications. edit:what do you mean share my info? just tell us if you are forcing us to switch on the notifications or not?,HBL,['NULL'],['annoying'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
the app asks me to enter OTP The OTP has both numbers and alphabets. First of all the space provided to write OTP doesn't allow to write anything . After several tries it allowed to type in OTP but only numbers. What kind of nonsense app is this . Since 1 year I tried but still no use. I havent used my account till now because of this app,HBL,['app'],['nonsense'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
one thing that is bothering me is every time I open the app it asks to default as an NFC payment provider I need to use Google Wallet which is far more convenient maybe the app should not ask every time I want to login,HBL,['app'],['frustrating'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
nice app 👍 good work to maintaine by staff I say once again well done ..,HBL,"['app', 'staff']","['nice', 'well done']","['positive', 'positive']","['SOFTWARE#GENERAL', 'SERVICE#GENERAL']","['APP#FEATURES', 'BRANCH_SERVICE']"
"How do I register a new device? The app sends me a otp code containing alpha numeric characters. When i try to enter otp, the keyboard does not open. After several attempts when it opens, only number input is available, not alphabets, so uli cannot register my device",HBL,"['otp code', 'keyboard']","['NULL', 'NULL']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'KEYBOARD#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'BIOMETRIC#LOGIN_ISSUES']"
showing an error while transactioning to other banks.,HBL,['NULL'],['error'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Good future but I suggest to add raast id delet options in hbl app 10-09-2023 uptill this option is unavailable. dated=08-05-2025,HBL,['hbl app'],['Good'],['neutral'],['SOFTWARE#GENERAL'],['APP#FEATURES']
its good for me. just facing issues some times,HBL,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
pathetic services paposh branch,HBL,['services'],['pathetic'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
sar zong 4G data rat 8 Baja chalta he Nahi ha,HBL,['4G data rat 8'],['NULL'],['positive'],['PORTS#GENERAL'],['Miscellaneous']
"Dear HBL team, HBL app is working on my phone after updating showing error you are unable to access HBL mobile as your smartphone or device is rooted or jail broker please solve my issue thanks",HBL,['HBL app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
very use full app,HBL,['app'],['NULL'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
Its a great app.,HBL,['app'],['great'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
better app for android iOS some times suckss,HBL,['app'],['better'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Why you are not updating or uploading new GEPCO Bills in your Bills Payment section.,HBL,['GEPCO Bills'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
I complained about Lesco Bill not showing in the app. After 5 days nothing happened. Due date of Lesco Bill expired on 6 May. Salute to your Quick response. Will you pay Late Lesco Bill penalty?,HBL,['Lesco Bill'],['complained'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
jub bui aap ko reinstall kiya hai problems kr rhi hai....,HBL,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
nice e banking,HBL,['e banking'],['nice'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
very helpful app,HBL,['app'],['helpful'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"It is saying that my device is rooted or jail breaked, and the app is not working at all. All the other banking apps and Google Wallet are working fine on my phone. Please fix this issue as soon as possible.",HBL,"['device', 'app']","['rooted or jail breaked', 'not working']","['negative', 'negative']","['LAPTOP#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['DEVICE#PERFORMANCE', 'APP#PERFORMANCE']"
HBL APP no option cnic expiry date update,HBL,['HBL APP'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
so bad take time but good I like,HBL,['NULL'],['bad'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"The very recent update of HBL mobile app is forcing you to enable notification. This is purely unethical and against Google Playstore policy. You can't force someone to enable notifications and only then let use the app. I will keep one star, also going to report to Google",HBL,['HBL mobile app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I am very upset as my account app is not working on my phone please fix this problem,HBL,['account app'],['upset'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
new hbl not downloaded,HBL,['hbl'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"The most good looking interface & exquisite features, an brilliant debit card, and the swiftest internet banking application.",HBL,"['interface', 'debit card', 'internet banking application']","['good looking', 'brilliant', 'fastest']","['positive', 'positive', 'positive']","['LAPTOP#DESIGN_FEATURES', 'HARDWARE#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['UI_UX#DESIGN', 'BIOMETRIC#GENERAL', 'APP#PERFORMANCE']"
Excellent Very Good,HBL,['NULL'],['Excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
very very worst app very bad app online service is very bad,HBL,"['app', 'online service']","['worst', 'bad']","['negative', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
apk doing some issue,HBL,['apk'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
excellent 👍 service,HBL,['service'],['excellent'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
"recently opened my account so far the experience has been terrible,now I have sufficient balance to perform the transactions but it is saying that I don't have that sufficient.amount or a special condition is applied on my account",HBL,['account'],['terrible'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
jb call kro to kitaar ma apka no ha 10 phr half hour call pr hi rho,HBL,['NULL'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
very very poor service,HBL,['service'],['poor'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
HBL! Why is it showing me that my phone is rooted after the recent update? When my phone is not rooted at all. Please reply asap. I need the fix URGENTLY!,HBL,['phone'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Very Slow App,HBL,['App'],['Slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
hbl should add train booking this will be very grateful for people,HBL,['hbl'],['grateful'],['positive'],['COMPANY#GENERAL'],['BANK_REPUTATION']
HBL Bank app is perfect and it makes my life easier.,HBL,['HBL Bank app'],['perfect'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
T-pin is not good service. please remove it. in some country can't open HBL mobile app,HBL,['service'],['not good'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
it was working fine but all of a sudden stopped working with an error that your device is rooted/ jail broken.. need help!!,HBL,['NULL'],['fine'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
Why this app needs permission of SMS and phone book contacts. Why paid bill still shows unpaid and how to handel such things.,HBL,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
my loan option not showing 😔,HBL,['loan option'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Best Banking App in Pakistan,HBL,['Banking App'],['Best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
BLOODY BANK WITH ZERO CUSTOMER SERVICE. DEDUCT HIDDEN CHARGES AND DELETE RECORD. VERY DIOPPOINTED.,HBL,['BANK'],['BLOODY'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
very good 😊😊,HBL,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
very good app need loan option on that aap like easy pasa or jazz cash other all features outstanding,HBL,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"The overall experience is so good. But I have a recommendation about the lite mode. Where only three options will be available i.e.Transfer funds, Bill payment, and Mobile package.",HBL,['lite mode'],['recommendation'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
nic update ka option show nahi ho raha hbl app me,HBL,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
The very best of this App,HBL,['App'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
i have my transcation through hbl mobile app of 20k they said this transcation is not possible and then deduct this amount from my acc and reciver did not recive the amont so where is my amount plz solve this problem i also submitte this issue on call services,HBL,['NULL'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
i have added my new device to trusted device after login on my new device unable to do transactions. it need to verify biometric. in app it capture images after that shows biometric failed try again or visit any branch. how can i visit branch as i m not live in Pakistan.,HBL,['device'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Finances at your finger tip with HBL Mobile App. Always loved to use it anywhere without any problem.,HBL,['HBL Mobile App'],['loved'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
using since 2 years. Great Experience,HBL,['NULL'],['Great'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
nice app and very good to easy to use,HBL,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
not best bank,HBL,['bank'],['not best'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
an excellent app of a excellent bank easily manage your finances and banking very excellent work,HBL,"['app', 'bank']","['excellent', 'excellent']","['positive', 'positive']","['SOFTWARE#GENERAL', 'SUPPORT#GENERAL']","['APP#FEATURES', 'CUSTOMER_SUPPORT']"
good for fast transmission,HBL,['NULL'],['good'],['positive'],['POWER_SUPPLY#OPERATION_PERFORMANCE'],['UTILITIES#PERFORMANCE']
I couldn't see my transaction history and also facing login issues,HBL,"['transaction history', 'login issues']","['NULL', 'NULL']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
"this application is best, very easy to use, lots of options available &all are good and easy to handle",HBL,"['application', 'options']","['best', 'NULL']","['positive', 'positive']","['SOFTWARE#USABILITY', 'SOFTWARE#USABILITY']","['APP#USABILITY_FEATURES', 'APP#USABILITY_FEATURES']"
This is very useful and very excellent app I like it.,HBL,['app'],['useful'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
most of the time app dosent work like it's not working now as well. I again HBL to hire competent employees so that they can at least manage their app properly! Totally disappointed so far,HBL,['app'],['disappointed'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Good Banking Services App,HBL,['Banking Services App'],['Good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
best mobile app thanks hbl,HBL,['mobile app'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
This App is Excellent but little bit some times show amount updated not fastly. Kindly update the latest version for this matter.,HBL,['App'],['Excellent'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
HBL apps is Good and help full but that's bank ATM annual charges sms charges and fund transfer charger is so high that's not Good from another banks is no ATM charge's no chickbook charges only Hbl bank highly charges 😭😭😭😭😭,HBL,"['HBL apps', 'bank ATM annual charges', 'sms charges', 'fund transfer charger']","['Good', 'good', 'high', 'high']","['positive', 'negative', 'negative', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL', 'SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES', 'APP#FEATURES', 'APP#FEATURES']"
آپ کے سروسز دوسروں سے منفرد ہیں۔شکریہ,HBL,['NULL'],['NULL'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
EXCELLENT VERY FAST APPS,HBL,['APPS'],['EXCELLENT'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
There is no Loan Application Section on the app. and on website they say that apply for the loan from the app... i don't know what is this?,HBL,['Loan Application Section'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Excellent app to use. If we switch to a new device. Is it necessary to visit a branch for biometric like others banks?,HBL,['app'],['Excellent'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
the app is very helpful,HBL,['app'],['helpful'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
this is very helpful 💐✨,HBL,['NULL'],['helpful'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
This App Is Very helpful For Account holders.It is Provide Easy To Way Of Transaction. Thanks HBL M.Nasar Ullah.,HBL,['App'],['helpful'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
dormant account app se active q ni ho rha? kehty k branch visit kro.,HBL,['account app'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Best bank in the world,HBL,['bank'],['Best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"""If the internet is a bit slow, a login doesn't happen.""",HBL,['internet'],['slow'],['negative'],['PORTS#OPERATION_PERFORMANCE'],['Miscellaneous']
app is good and very helpful,HBL,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
App pay Transection he fori Nazar ne aatin... agly kuchi din men show hoti hn .. . Wah g Wah....,HBL,['Transection'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Good attempt by the HBL but it's UI is not good like Jazz Cash. please work on your UI.,HBL,"['HBL', 'UI']","['Good attempt', 'not good']","['positive', 'negative']","['COMPANY#GENERAL', 'OS#GENERAL']","['BANK_REPUTATION', 'SYSTEM_UI']"
"very buggy and ugly app. On OTP it doesn't open keyboard to type the OTP with, doesn't matter what you do. nor it allows you to paste. so you're suck in a loop unable to login. gonna get an account with Meezan Bank now.",HBL,['app'],['buggy'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
