Unnamed: 0,bank,review,rating,Aspects,Opinions,Sentiments,Categories,Simplified_Category
418,HDFC Bank,"I have been started using the salary account from HDFC account 3.5 years ago. Its a zero balance account. I can withdraw up to Rs. 20,000 per day. Once i have visited the branch to give the change of address request and the response was okay and the staff was helpful. People doesn't have any current address proof, they must provide the option to update the address in online.",4.0,salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
418,HDFC Bank,"I have been started using the salary account from HDFC account 3.5 years ago. Its a zero balance account. I can withdraw up to Rs. 20,000 per day. Once i have visited the branch to give the change of address request and the response was okay and the staff was helpful. People doesn't have any current address proof, they must provide the option to update the address in online.",4.0,staff,helpful,positive,SERVICE#GENERAL,SERVICE
418,HDFC Bank,"I have been started using the salary account from HDFC account 3.5 years ago. Its a zero balance account. I can withdraw up to Rs. 20,000 per day. Once i have visited the branch to give the change of address request and the response was okay and the staff was helpful. People doesn't have any current address proof, they must provide the option to update the address in online.",4.0,change of address request,ok,positive,SUPPORT#GENERAL,SUPPORT
419,review,"I have a savings account with Corporation Bank for past 5 years. I am using Debit card there is no transaction fee in same bank ATM withdrawal, only 3 transaction are free further they will be charging Rs.20 for each. Minimum balance need to maintain is Rs.100. Notifications are send on time.",4.0,savings account,free,neutral,SOFTWARE#GENERAL,SOFTWARE
419,review,"I have a savings account with Corporation Bank for past 5 years. I am using Debit card there is no transaction fee in same bank ATM withdrawal, only 3 transaction are free further they will be charging Rs.20 for each. Minimum balance need to maintain is Rs.100. Notifications are send on time.",4.0,Debit card,free,neutral,SUPPORT#GENERAL,SUPPORT
419,review,"I have a savings account with Corporation Bank for past 5 years. I am using Debit card there is no transaction fee in same bank ATM withdrawal, only 3 transaction are free further they will be charging Rs.20 for each. Minimum balance need to maintain is Rs.100. Notifications are send on time.",4.0,balance,100,neutral,BATTERY#OPERATION_PERFORMANCE,BATTERY
420,HDFC Bank,"My salary account is maintained in HDFC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",5.0,salary account,zero balance,positive,LAPTOP#GENERAL,LAPTOP
420,HDFC Bank,"My salary account is maintained in HDFC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",5.0,interest rate,less,positive,interest rate,FINANCE
420,HDFC Bank,"My salary account is maintained in HDFC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",5.0,interest rates,friendly,positive,interest rate,FINANCE
420,HDFC Bank,"My salary account is maintained in HDFC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",5.0,hidden charges,friendly,positive,CHARTER#GENERAL,OTHER
420,HDFC Bank,"My salary account is maintained in HDFC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",5.0,online service,good,positive,SERVICE#GENERAL,SERVICE
421,HDFC Bank,"I am using HDFC Bank saving account which was recently opened by myself.I am using net banking as well as mobile banking service  both are used for money transfer ,credit card bill payment and also for recharge.Customer service is also good and i am satisfied with the service so far.",5.0,HDFC Bank saving account,satisfied,positive,SUPPORT#GENERAL,SUPPORT
421,HDFC Bank,"I am using HDFC Bank saving account which was recently opened by myself.I am using net banking as well as mobile banking service  both are used for money transfer ,credit card bill payment and also for recharge.Customer service is also good and i am satisfied with the service so far.",5.0,net banking,good,positive,SUPPORT#GENERAL,SUPPORT
421,HDFC Bank,"I am using HDFC Bank saving account which was recently opened by myself.I am using net banking as well as mobile banking service  both are used for money transfer ,credit card bill payment and also for recharge.Customer service is also good and i am satisfied with the service so far.",5.0,mobile banking service,good,positive,SUPPORT#GENERAL,SUPPORT
422,Axis Bank,"My salary account is maintained with AXIS Bank, i am doing all my transactions through this Bank and Its been 4 years. There is no requirement for minimum balance. The branch is near to my residence. Customer service and responsiveness was not good, need to improve in their service.",2.0,salary account,maintained,neutral,SUPPORT#GENERAL,SUPPORT
422,Axis Bank,"My salary account is maintained with AXIS Bank, i am doing all my transactions through this Bank and Its been 4 years. There is no requirement for minimum balance. The branch is near to my residence. Customer service and responsiveness was not good, need to improve in their service.",2.0,customer service,not good,negative,SUPPORT#GENERAL,SUPPORT
422,Axis Bank,"My salary account is maintained with AXIS Bank, i am doing all my transactions through this Bank and Its been 4 years. There is no requirement for minimum balance. The branch is near to my residence. Customer service and responsiveness was not good, need to improve in their service.",2.0,responsiveness,not good,negative,SUPPORT#GENERAL,SUPPORT
423,HDFC Bank,"HDFC is a very good bank, their executive is understanding the customer concern and ready to help at any cost.  I have been using the savings account for last 4 months. I have to maintain minimum balance of 10,000 rupees.  The customer service and responsiveness are good.",4.0,HDFC,good,positive,SUPPORT#GENERAL,SUPPORT
423,HDFC Bank,"HDFC is a very good bank, their executive is understanding the customer concern and ready to help at any cost.  I have been using the savings account for last 4 months. I have to maintain minimum balance of 10,000 rupees.  The customer service and responsiveness are good.",4.0,executive,knowledge the customer concern,positive,SERVICE#GENERAL,SERVICE
424,Axis Bank,"I have opened the salary account from Axis bank from many years ago and I have went to the branch to open this account. Need to maintain a minimum balance of Rs. 10,000. Its easy to access the Internet banking and mobile app.  Branch experience is not good because the employees are not proper service.",5.0,salary account,easy,positive,SUPPORT#GENERAL,SUPPORT
424,Axis Bank,"I have opened the salary account from Axis bank from many years ago and I have went to the branch to open this account. Need to maintain a minimum balance of Rs. 10,000. Its easy to access the Internet banking and mobile app.  Branch experience is not good because the employees are not proper service.",5.0,Internet banking,easy,positive,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
424,Axis Bank,"I have opened the salary account from Axis bank from many years ago and I have went to the branch to open this account. Need to maintain a minimum balance of Rs. 10,000. Its easy to access the Internet banking and mobile app.  Branch experience is not good because the employees are not proper service.",5.0,mobile app,easy,positive,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
424,Axis Bank,"I have opened the salary account from Axis bank from many years ago and I have went to the branch to open this account. Need to maintain a minimum balance of Rs. 10,000. Its easy to access the Internet banking and mobile app.  Branch experience is not good because the employees are not proper service.",5.0,staff,not good,negative,SERVICE#GENERAL,SERVICE
425,SBI,I have SBI Saving account for the past 5 to 6 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact  for any assistsance .According to my experience banking service is much comfortable and satisfied .,3.0,SBI Saving account,message alert,positive,SUPPORT#GENERAL,SUPPORT
425,SBI,I have SBI Saving account for the past 5 to 6 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact  for any assistsance .According to my experience banking service is much comfortable and satisfied .,3.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
425,SBI,I have SBI Saving account for the past 5 to 6 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact  for any assistsance .According to my experience banking service is much comfortable and satisfied .,3.0,banking service,comfortable,positive,SUPPORT#GENERAL,SUPPORT
426,SBI,"When my father taken the housing loan, they have asked me to opened the savings account from SBI. 6 months before, i opened this account. I need to maintain a minimum balance of Rs. 3000. I don't activate the net banking facility and mobile app. When i went to the branch the service was good.",5.0,savings account,good,positive,SUPPORT#GENERAL,SUPPORT
426,SBI,"When my father taken the housing loan, they have asked me to opened the savings account from SBI. 6 months before, i opened this account. I need to maintain a minimum balance of Rs. 3000. I don't activate the net banking facility and mobile app. When i went to the branch the service was good.",5.0,net banking facility,good,negative,SUPPORT#GENERAL,SUPPORT
426,SBI,"When my father taken the housing loan, they have asked me to opened the savings account from SBI. 6 months before, i opened this account. I need to maintain a minimum balance of Rs. 3000. I don't activate the net banking facility and mobile app. When i went to the branch the service was good.",5.0,mobile app,good,negative,SOFTWARE#GENERAL,SOFTWARE
427,review,"Andhra bank is near to my house hence its better for me to walk in the branch. For cash deposit purpose, i have opened the savings account from this bank. I need to maintain a mandatory balance amount of Rs. 1000. I'm using the mobile banking of this bank and its easy to the fund transfer also.",5.0,savings account,NULL,positive,SUPPORT#GENERAL,SUPPORT
427,review,"Andhra bank is near to my house hence its better for me to walk in the branch. For cash deposit purpose, i have opened the savings account from this bank. I need to maintain a mandatory balance amount of Rs. 1000. I'm using the mobile banking of this bank and its easy to the fund transfer also.",5.0,mobile banking,easy,positive,SOFTWARE#USABILITY,SOFTWARE
427,review,"Andhra bank is near to my house hence its better for me to walk in the branch. For cash deposit purpose, i have opened the savings account from this bank. I need to maintain a mandatory balance amount of Rs. 1000. I'm using the mobile banking of this bank and its easy to the fund transfer also.",5.0,fund transfer,easy,positive,SOFTWARE#USABILITY,SOFTWARE
428,HDFC Bank,"I have been using HDFC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",3.0,HDFC salary account,using,positive,SUPPORT#GENERAL,SUPPORT
428,HDFC Bank,"I have been using HDFC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",3.0,Internet banking,provided,positive,SOFTWARE#GENERAL,SOFTWARE
428,HDFC Bank,"I have been using HDFC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",3.0,mobile banking,good,positive,SOFTWARE#GENERAL,SOFTWARE
428,HDFC Bank,"I have been using HDFC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",3.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
428,HDFC Bank,"I have been using HDFC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",3.0,responsiveness,good,positive,SUPPORT#GENERAL,SUPPORT
429,HDFC Bank,"HDFC customer care service is not good  because I  had a deal with the branch for more than 5 times for a single issue. This was my salary account at earlier and it was converted into savings account later. I need to maintain a minimum balance of Rs. 10,000. I can withdraw up to Rs. 25,000 in a day. I get the notification immediately whenever I do the transaction.",2.0,HDFC customer care service,not good,negative,SUPPORT#GENERAL,SUPPORT
430,SBI,"SBI is providing a hopeless services to the customer because the people are not so knowledgeable  when I compared to other bank. If i ask for any clarification, I need to roam around 4 people to different authorities and the waiting time is very high.  I have been using this account for beyond 15 years. If we need to get any loan, this account is necessary and the availability of ATM and branches are nearby in all the place so that I chose this account. They need to improve a lot online banking.",2.0,SBI,hopeless,negative,SUPPORT#GENERAL,SUPPORT
431,Kotak,"Kotak Mahindra bank account was holding by my father for few years. Since I was a nominee so I have transferred the account into my name. I need to hold the minimum balance of Rs. 10,000.  The banking service is very good. ATM services are very low which is not that much convenient and they need to work on it.",5.0,banking service,good,positive,SUPPORT#GENERAL,SUPPORT
431,Kotak,"Kotak Mahindra bank account was holding by my father for few years. Since I was a nominee so I have transferred the account into my name. I need to hold the minimum balance of Rs. 10,000.  The banking service is very good. ATM services are very low which is not that much convenient and they need to work on it.",5.0,ATM services,low,negative,SUPPORT#GENERAL,SUPPORT
432,review,"I have taken my savings account from Corporation Bank on 2 years ago and this is my secondary account. Since the branch is located near to my place, so I have selected this bank. I need to maintain a minimum balance of Rs. 1000. Staffs are very helpful in the branch. I never faced any issues on the transaction. I have not used the net banking facility.",5.0,savings account,secondary account,positive,SUPPORT#GENERAL,SUPPORT
432,review,"I have taken my savings account from Corporation Bank on 2 years ago and this is my secondary account. Since the branch is located near to my place, so I have selected this bank. I need to maintain a minimum balance of Rs. 1000. Staffs are very helpful in the branch. I never faced any issues on the transaction. I have not used the net banking facility.",5.0,bank,located near to my place,positive,SUPPORT#GENERAL,SUPPORT
432,review,"I have taken my savings account from Corporation Bank on 2 years ago and this is my secondary account. Since the branch is located near to my place, so I have selected this bank. I need to maintain a minimum balance of Rs. 1000. Staffs are very helpful in the branch. I never faced any issues on the transaction. I have not used the net banking facility.",5.0,staffs,helpful,positive,SERVICE#GENERAL,SERVICE
433,review,"I have opened the savings account from Indian bank when I was studying in school, because from school side, they have provided this account in the year of 2010 hence I'm continuing with the same account. Net banking facility is okay and mobile app is easy to access. Response in the branch was okay. But  I need to hold the minimum balance of Rs. 1000.",5.0,savings account,opening,positive,SOFTWARE#GENERAL,SOFTWARE
433,review,"I have opened the savings account from Indian bank when I was studying in school, because from school side, they have provided this account in the year of 2010 hence I'm continuing with the same account. Net banking facility is okay and mobile app is easy to access. Response in the branch was okay. But  I need to hold the minimum balance of Rs. 1000.",5.0,net banking facility,okay,positive,SUPPORT#GENERAL,SUPPORT
433,review,"I have opened the savings account from Indian bank when I was studying in school, because from school side, they have provided this account in the year of 2010 hence I'm continuing with the same account. Net banking facility is okay and mobile app is easy to access. Response in the branch was okay. But  I need to hold the minimum balance of Rs. 1000.",5.0,mobile app,easy to access,positive,SOFTWARE#GENERAL,SOFTWARE
433,review,"I have opened the savings account from Indian bank when I was studying in school, because from school side, they have provided this account in the year of 2010 hence I'm continuing with the same account. Net banking facility is okay and mobile app is easy to access. Response in the branch was okay. But  I need to hold the minimum balance of Rs. 1000.",5.0,response in the branch,okay,negative,SUPPORT#GENERAL,SUPPORT
434,HDFC Bank,I am using HDFC Bank salary account for the past 2 years .I am using net banking service as well as mobile banking service both are very user friendly .I am using both the service for money transfer and credit card bill payment .I am satisfied with the service so far .,5.0,service,satisfied,positive,SERVICE#GENERAL,SERVICE
435,review,"I have Union Bank OF India Saving account which is very good to use .I am using net banking service which is very user friendly it is used for money transfer .Customer service is also good  if contact for any query and transaction is safe and secure ,I am convenient with the overall service .",4.0,Union Bank OF India Saving account,good to use,positive,SOFTWARE#USABILITY,SOFTWARE
435,review,"I have Union Bank OF India Saving account which is very good to use .I am using net banking service which is very user friendly it is used for money transfer .Customer service is also good  if contact for any query and transaction is safe and secure ,I am convenient with the overall service .",4.0,net banking service,user friendly,positive,SUPPORT#USABILITY,SUPPORT
435,review,"I have Union Bank OF India Saving account which is very good to use .I am using net banking service which is very user friendly it is used for money transfer .Customer service is also good  if contact for any query and transaction is safe and secure ,I am convenient with the overall service .",4.0,customer service,good if contact for any query and transaction is safe and secure,positive,SUPPORT#USABILITY,SUPPORT
436,Kotak,"5 months ago took the savings account from Kotak Mahindra bank based on my friend's reference. I am maintaining a minimum balance of Rs. 2000. Its good to use the net banking facility and mobile app. Through online, i have opened this account. They have sent the debit card and cheque book through courier.",5.0,savings account,good,positive,SOFTWARE#GENERAL,SOFTWARE
436,Kotak,"5 months ago took the savings account from Kotak Mahindra bank based on my friend's reference. I am maintaining a minimum balance of Rs. 2000. Its good to use the net banking facility and mobile app. Through online, i have opened this account. They have sent the debit card and cheque book through courier.",5.0,net banking facility,good,positive,SUPPORT#GENERAL,SUPPORT
436,Kotak,"5 months ago took the savings account from Kotak Mahindra bank based on my friend's reference. I am maintaining a minimum balance of Rs. 2000. Its good to use the net banking facility and mobile app. Through online, i have opened this account. They have sent the debit card and cheque book through courier.",5.0,mobile app,good,positive,SOFTWARE#GENERAL,SOFTWARE
436,Kotak,"5 months ago took the savings account from Kotak Mahindra bank based on my friend's reference. I am maintaining a minimum balance of Rs. 2000. Its good to use the net banking facility and mobile app. Through online, i have opened this account. They have sent the debit card and cheque book through courier.",5.0,debit card and cheque book,good,positive,SUPPORT#GENERAL,SUPPORT
437,SBI,"On 8 years back, I have chosen the savings account from State bank of India because its a Government based bank. I'm maintaining a minimum balance of Rs. 4000. I'm using mobile app and its comfortable to use. Net banking facility is easy to access. When I visited the branch, the staffs are very supportive.",5.0,savings account,choosed,positive,SUPPORT#GENERAL,SUPPORT
437,SBI,"On 8 years back, I have chosen the savings account from State bank of India because its a Government based bank. I'm maintaining a minimum balance of Rs. 4000. I'm using mobile app and its comfortable to use. Net banking facility is easy to access. When I visited the branch, the staffs are very supportive.",5.0,mobile app,comfortable to use,positive,SOFTWARE#USABILITY,SOFTWARE
437,SBI,"On 8 years back, I have chosen the savings account from State bank of India because its a Government based bank. I'm maintaining a minimum balance of Rs. 4000. I'm using mobile app and its comfortable to use. Net banking facility is easy to access. When I visited the branch, the staffs are very supportive.",5.0,Net banking facility,easy to access,positive,SUPPORT#USABILITY,SUPPORT
437,SBI,"On 8 years back, I have chosen the savings account from State bank of India because its a Government based bank. I'm maintaining a minimum balance of Rs. 4000. I'm using mobile app and its comfortable to use. Net banking facility is easy to access. When I visited the branch, the staffs are very supportive.",5.0,staffs,supportive,positive,SERVICE#GENERAL,SERVICE
438,review,"The Standard chartered bank account was created by my previous company even though i left the job, I'm maintaining this account with a zero balance . They are not taking any charges for non balance maintenance. There is no much ATM for standard chartered bank but as usual like other bank they will charge for ATM withdrawal charges if its exceed more than 5 transaction.",3.0,Standard chartered bank account,NULL,neutral,SUPPORT#GENERAL,SUPPORT
439,HDFC Bank,"HDFC service is a good when I taken my personal loan for the transferring money, they have provided this account to open but I am not sure about the minimum balance. Its very good to use the Internet banking facility because I can do fund transfer easily. When i call the customer care, the response was quick.",4.0,HDFC service,good,positive,SUPPORT#GENERAL,SUPPORT
439,HDFC Bank,"HDFC service is a good when I taken my personal loan for the transferring money, they have provided this account to open but I am not sure about the minimum balance. Its very good to use the Internet banking facility because I can do fund transfer easily. When i call the customer care, the response was quick.",4.0,internet banking facility,quickly,positive,SUPPORT#GENERAL,SUPPORT
440,review,"I am having a salary account from INDIAN Bank and I use it for last 2.5 years back. The service is not that much good because i cannot able to change the money from one account to another account due to server issue. When i withdraw the money from my account, they haven't updated in the system so they put me in a trouble and they hold my salary for 2 months. They said simply its network issue.",1.0,service,not that much good,negative,SERVICE#GENERAL,SERVICE
440,review,"I am having a salary account from INDIAN Bank and I use it for last 2.5 years back. The service is not that much good because i cannot able to change the money from one account to another account due to server issue. When i withdraw the money from my account, they haven't updated in the system so they put me in a trouble and they hold my salary for 2 months. They said simply its network issue.",1.0,server issue,NULL,negative,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
441,review,"I am having  Allahabad Bank salary account for the past 6 years .I will be getting message alert for all my transactions and also new banking updates.Customer service is giving good response .Other than that everything was  good ,Every transaction is very safe and secure ,banking service is also good .",5.0,customer service,good response,positive,SUPPORT#GENERAL,SUPPORT
441,review,"I am having  Allahabad Bank salary account for the past 6 years .I will be getting message alert for all my transactions and also new banking updates.Customer service is giving good response .Other than that everything was  good ,Every transaction is very safe and secure ,banking service is also good .",5.0,banking service,good,positive,SUPPORT#GENERAL,SUPPORT
442,SBI,"I am having my salary account with SBI. They are not charging minimum balance maintenance, cash deposit and withdrawal getting message alert . I am using this account for almost 3 years. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",4.0,salary account,good,positive,SUPPORT#GENERAL,SUPPORT
442,SBI,"I am having my salary account with SBI. They are not charging minimum balance maintenance, cash deposit and withdrawal getting message alert . I am using this account for almost 3 years. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",4.0,balance maintenance,not charging,positive,SERVICE#GENERAL,SERVICE
442,SBI,"I am having my salary account with SBI. They are not charging minimum balance maintenance, cash deposit and withdrawal getting message alert . I am using this account for almost 3 years. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",4.0,casual deposit,not charging,positive,SUPPORT#GENERAL,SUPPORT
442,SBI,"I am having my salary account with SBI. They are not charging minimum balance maintenance, cash deposit and withdrawal getting message alert . I am using this account for almost 3 years. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",4.0,withdrawal,not charging,positive,SUPPORT#GENERAL,SUPPORT
443,Kotak,I have opened my savings account from KOTAK bank on  3 years back and the main reason was using the account is i don't need to visit the branch for even opening the account. Executive came to my place to collect the documents. Its a zero balance account. Mobile app is very good when I compared with other banks.,5.0,savings account,NULL,positive,SOFTWARE#GENERAL,SOFTWARE
443,Kotak,I have opened my savings account from KOTAK bank on  3 years back and the main reason was using the account is i don't need to visit the branch for even opening the account. Executive came to my place to collect the documents. Its a zero balance account. Mobile app is very good when I compared with other banks.,5.0,Mobile app,good,positive,SOFTWARE#GENERAL,SOFTWARE
444,HDFC Bank,"I  have been using HDFC salary account for almost 1 year. They have provided me a Internet banking, mobile banking. Its a hassle free service . Branch service and responsiveness was not good, need to improve in service and also they are charging high interest.",1.0,service,hover free,positive,SERVICE#GENERAL,SERVICE
444,HDFC Bank,"I  have been using HDFC salary account for almost 1 year. They have provided me a Internet banking, mobile banking. Its a hassle free service . Branch service and responsiveness was not good, need to improve in service and also they are charging high interest.",1.0,Branch service,not good,negative,SERVICE#GENERAL,SERVICE
444,HDFC Bank,"I  have been using HDFC salary account for almost 1 year. They have provided me a Internet banking, mobile banking. Its a hassle free service . Branch service and responsiveness was not good, need to improve in service and also they are charging high interest.",1.0,responsiveness,not good,negative,SERVICE#GENERAL,SERVICE
445,Axis Bank,"I am using AXIS Bank savings account more than 3 years. No need to maintain minimum balance, because this is a  salary account. The customer service and responsiveness are good and also i am getting  regular alert message if i withdrawn cash from ATM.",5.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
445,Axis Bank,"I am using AXIS Bank savings account more than 3 years. No need to maintain minimum balance, because this is a  salary account. The customer service and responsiveness are good and also i am getting  regular alert message if i withdrawn cash from ATM.",5.0,responsiveness,good,positive,SERVICE#GENERAL,SERVICE
445,Axis Bank,"I am using AXIS Bank savings account more than 3 years. No need to maintain minimum balance, because this is a  salary account. The customer service and responsiveness are good and also i am getting  regular alert message if i withdrawn cash from ATM.",5.0,alert message,regular,positive,SUPPORT#GENERAL,SUPPORT
446,HDFC Bank,I am having  my salary account from HDFC bank because as default the account was provided by the company. I'm getting the notification immediately after i do a transaction. I have been using this account for almost 1 year. Its a zero balance since its a salary account. The customer service is good.,5.0,salary account,NULL,positive,SUPPORT#GENERAL,SUPPORT
446,HDFC Bank,I am having  my salary account from HDFC bank because as default the account was provided by the company. I'm getting the notification immediately after i do a transaction. I have been using this account for almost 1 year. Its a zero balance since its a salary account. The customer service is good.,5.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
447,SBI,"I am having a salary account from State bank of India. I need to hold the minimum balance of Rs. 500. Their Internet banking and mobile app facility is really good. I went to the branch and it was not that much crowded because the staffs are handling the customer very well. Totally, I'm happy about the services.",5.0,Internet banking,good,positive,SUPPORT#GENERAL,SUPPORT
447,SBI,"I am having a salary account from State bank of India. I need to hold the minimum balance of Rs. 500. Their Internet banking and mobile app facility is really good. I went to the branch and it was not that much crowded because the staffs are handling the customer very well. Totally, I'm happy about the services.",5.0,mobile app facility,good,positive,SOFTWARE#GENERAL,SOFTWARE
447,SBI,"I am having a salary account from State bank of India. I need to hold the minimum balance of Rs. 500. Their Internet banking and mobile app facility is really good. I went to the branch and it was not that much crowded because the staffs are handling the customer very well. Totally, I'm happy about the services.",5.0,branche,not that much crowded,positive,SERVICE#GENERAL,SERVICE
447,SBI,"I am having a salary account from State bank of India. I need to hold the minimum balance of Rs. 500. Their Internet banking and mobile app facility is really good. I went to the branch and it was not that much crowded because the staffs are handling the customer very well. Totally, I'm happy about the services.",5.0,staffs,handling the customer very well,positive,SERVICE#GENERAL,SERVICE
448,SBI,I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,5.0,SBI savings account,good,positive,SUPPORT#GENERAL,SUPPORT
448,SBI,I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,5.0,interest rate,good,positive,6%,FINANCE
448,SBI,I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,5.0,debit card,no charges,positive,CARD#GENERAL,CARD
448,SBI,I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,5.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
448,SBI,I am using SBI savings account more than10 years. This is salary cum savings account. They are providing 6% interest rate which is good. Its a zero balance account. They have  provided me a debit card with no charges. The customer service and response are good.,5.0,response,good,positive,SUPPORT#GENERAL,SUPPORT
449,review,I have Thane Janata Sahakari  Bank salary account which I am using for the past 2 years. I will  be receiving message alert only for all transactions and banking updates.  If contact customer service will be getting good response.            I am really satisfied with their service.,5.0,service,satisfied,positive,SERVICE#GENERAL,SERVICE
450,review,"I am using FEDERAL BANK savings account more than 1 year. This is previous company salary account, still I am maintaining it, but no need to maintain minimum balance.  Their  service and response are good. The rate of interest is less for the loans.",5.0,service,good,positive,SERVICE#GENERAL,SERVICE
450,review,"I am using FEDERAL BANK savings account more than 1 year. This is previous company salary account, still I am maintaining it, but no need to maintain minimum balance.  Their  service and response are good. The rate of interest is less for the loans.",5.0,response,good,positive,SERVICE#GENERAL,SERVICE
450,review,"I am using FEDERAL BANK savings account more than 1 year. This is previous company salary account, still I am maintaining it, but no need to maintain minimum balance.  Their  service and response are good. The rate of interest is less for the loans.",5.0,rate of interest,less,positive,PRICE#DESIGN_FEATURES,PRICE
451,review,"I have YES  bank savings account, since i am using this account more than 2.5 years. This is salary cums savings, so i no need to maintain minimum balance. Mobile application is user friendly to access. 22 rs charging for multiple transaction. I am using Internet banking that was good.",4.0,bank savings account,YES,positive,SALARY#QUALITY,OTHER
451,review,"I have YES  bank savings account, since i am using this account more than 2.5 years. This is salary cums savings, so i no need to maintain minimum balance. Mobile application is user friendly to access. 22 rs charging for multiple transaction. I am using Internet banking that was good.",4.0,Mobile application,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
451,review,"I have YES  bank savings account, since i am using this account more than 2.5 years. This is salary cums savings, so i no need to maintain minimum balance. Mobile application is user friendly to access. 22 rs charging for multiple transaction. I am using Internet banking that was good.",4.0,Internet banking,good,positive,SOFTWARE#USABILITY,SOFTWARE
452,SBI,"I am having my salary account with SBI. They are taking lots of charges like minimum balance maintenance, cash deposit and withdrawal. I am using this account for almost 1 year. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",5.0,salary account,good,positive,SUPPORT#GENERAL,SUPPORT
452,SBI,"I am having my salary account with SBI. They are taking lots of charges like minimum balance maintenance, cash deposit and withdrawal. I am using this account for almost 1 year. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",5.0,internet banking,good,positive,SUPPORT#GENERAL,SUPPORT
452,SBI,"I am having my salary account with SBI. They are taking lots of charges like minimum balance maintenance, cash deposit and withdrawal. I am using this account for almost 1 year. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",5.0,mobile app facility,good,positive,SOFTWARE#GENERAL,SOFTWARE
452,SBI,"I am having my salary account with SBI. They are taking lots of charges like minimum balance maintenance, cash deposit and withdrawal. I am using this account for almost 1 year. Its good to use an Internet banking and mobile app facility. I have visited their branch and the employee response is really nice.",5.0,employee response,nice,positive,SUPPORT#GENERAL,SUPPORT
453,review,DBS Bank service is very good  and  I have been maintaining savings account. No need to maintain minimum balance and using this account for cash withdrawal and online transaction and net banking. They are very helpful and the customer service was good.,4.0,DBS Bank service,good,positive,SUPPORT#GENERAL,SUPPORT
453,review,DBS Bank service is very good  and  I have been maintaining savings account. No need to maintain minimum balance and using this account for cash withdrawal and online transaction and net banking. They are very helpful and the customer service was good.,4.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
